"","X","Site","month","Method","Microsite","Rep","field.micro","shrub.x","shrub.y","shrub.z","dry.veg.percent","green.veg.percent","woody.debris.percent","rocks.percent","bare.ground.percent","sum_percent","veg..height","dominant.type","dried.","notes","uniID","abun","Species"
"429",383,"PaPl","Aug","pitfall","open",6,"open6",NA,NA,NA,100,0,0,0,0,100,22,"grass",TRUE,"","PaPlAugopen6",1,1
"430",384,"PaPl","Aug","pitfall","open",7,"open7",NA,NA,NA,99,0,0,0,1,100,18,"grass",TRUE,"","PaPlAugopen7",12,1
"432",386,"PaPl","Aug","pitfall","open",9,"open9",NA,NA,NA,100,0,0,0,0,100,25,"grass",TRUE,"","PaPlAugopen9",9,1
"434",375,"PaPl","Aug","pitfall","shrub",10,"shrub10",350,260,115,95,0,5,0,0,100,36,"grass",TRUE,"","PaPlAugshrub10",34,3
"435",376,"PaPl","Aug","pitfall","shrub",11,"shrub11",370,330,130,96,0,4,0,0,100,23,"grass",TRUE,"","PaPlAugshrub11",6,1
"436",377,"PaPl","Aug","pitfall","shrub",12,"shrub12",300,250,120,87,10,3,0,0,100,36,"grass",TRUE,"","PaPlAugshrub12",77,1
"437",367,"PaPl","Aug","pitfall","shrub",2,"shrub2",200,145,80,100,0,0,0,0,100,22,"grass",TRUE,"","PaPlAugshrub2",26,3
"438",368,"PaPl","Aug","pitfall","shrub",3,"shrub3",290,270,140,100,0,0,0,0,100,44,"grass",TRUE,"","PaPlAugshrub3",16,2
"440",370,"PaPl","Aug","pitfall","shrub",5,"shrub5",210,180,105,92,0,0,0,8,100,36,"grass",TRUE,"","PaPlAugshrub5",11,1
"441",371,"PaPl","Aug","pitfall","shrub",6,"shrub6",330,210,95,100,0,0,0,0,100,34,"grass",TRUE,"","PaPlAugshrub6",79,2
"442",372,"PaPl","Aug","pitfall","shrub",7,"shrub7",340,290,90,95,0,4,0,1,100,37,"grass",TRUE,"","PaPlAugshrub7",59,1
"443",374,"PaPl","Aug","pitfall","shrub",9,"shrub9",310,240,110,98,0,2,0,0,100,44,"grass",TRUE,"","PaPlAugshrub9",12,1
"444",175,"PaPl","July","pitfall","open",1,"open1",NA,NA,NA,85,0,0,0,15,100,5,"herd",TRUE,"","PaPlJulyopen1",1,1
"445",183,"PaPl","July","pitfall","open",10,"open10",NA,NA,NA,99,0,0,1,0,100,21,"grass",TRUE,"","PaPlJulyopen10",3,2
"446",184,"PaPl","July","pitfall","open",11,"open11",NA,NA,NA,97,0,0,0,3,100,10,"grass",TRUE,"","PaPlJulyopen11",4,1
"447",185,"PaPl","July","pitfall","open",12,"open12",NA,NA,NA,99,0,0,1,0,100,16,"grass",TRUE,"","PaPlJulyopen12",1,1
"448",176,"PaPl","July","pitfall","open",2,"open2",NA,NA,NA,90,0,0,0,10,100,19,"grass",TRUE,"","PaPlJulyopen2",59,2
"449",177,"PaPl","July","pitfall","open",3,"open3",NA,NA,NA,94,1,0,0,5,100,12,"grass",TRUE,"","PaPlJulyopen3",5,2
"450",178,"PaPl","July","pitfall","open",4,"open4",NA,NA,NA,97,0,0,0,3,100,12,"grass",TRUE,"","PaPlJulyopen4",1898,3
"451",179,"PaPl","July","pitfall","open",5,"open5",NA,NA,NA,100,0,0,0,0,100,16,"grass",TRUE,"","PaPlJulyopen5",13,1
"452",181,"PaPl","July","pitfall","open",8,"open8",NA,NA,NA,98,0,0,1,1,100,9,"grass",TRUE,"","PaPlJulyopen8",11,1
"453",182,"PaPl","July","pitfall","open",9,"open9",NA,NA,NA,99,0,0,1,0,100,20,"grass",TRUE,"","PaPlJulyopen9",5,2
"454",163,"PaPl","July","pitfall","shrub",1,"shrub1",420,385,175,100,0,0,0,0,100,36,"grass",TRUE,"","PaPlJulyshrub1",22,1
"455",172,"PaPl","July","pitfall","shrub",10,"shrub10",370,300,160,100,0,0,0,0,100,20,"grass",TRUE,"","PaPlJulyshrub10",16,2
"456",173,"PaPl","July","pitfall","shrub",11,"shrub11",310,240,115,100,0,0,0,0,100,34,"grass",TRUE,"","PaPlJulyshrub11",61,1
"457",174,"PaPl","July","pitfall","shrub",12,"shrub12",380,340,135,100,0,0,0,0,100,24,"grass",TRUE,"","PaPlJulyshrub12",26,2
"458",164,"PaPl","July","pitfall","shrub",2,"shrub2",260,245,90,95,0,0,0,5,100,34,"grass",TRUE,"","PaPlJulyshrub2",25,4
"459",165,"PaPl","July","pitfall","shrub",3,"shrub3",215,150,95,100,0,0,0,0,100,28,"grass",TRUE,"","PaPlJulyshrub3",76,3
"460",166,"PaPl","July","pitfall","shrub",4,"shrub4",270,250,120,98,0,0,0,2,100,50,"grass",TRUE,"burrow","PaPlJulyshrub4",41,3
"461",167,"PaPl","July","pitfall","shrub",5,"shrub5",485,400,175,100,0,0,0,0,100,15,"grass",TRUE,"","PaPlJulyshrub5",18,1
"463",169,"PaPl","July","pitfall","shrub",7,"shrub7",275,165,195,100,0,0,0,0,100,34,"grass",TRUE,"","PaPlJulyshrub7",31,2
"464",170,"PaPl","July","pitfall","shrub",8,"shrub8",240,190,115,95,0,0,0,5,100,28,"grass",TRUE,"","PaPlJulyshrub8",110,2
"465",171,"PaPl","July","pitfall","shrub",9,"shrub9",310,300,105,100,0,0,0,0,100,33,"grass",TRUE,"","PaPlJulyshrub9",28,1
"466",591,"PaPl","Sept","pitfall","open",1,"open1",NA,NA,NA,90,0,0,0,10,100,18,"grass",TRUE,"","PaPlSeptopen1",1,1
"467",600,"PaPl","Sept","pitfall","open",10,"open10",NA,NA,NA,10,0,0,4,86,100,4,"grass",TRUE,"","PaPlSeptopen10",15,1
"468",601,"PaPl","Sept","pitfall","open",11,"open11",NA,NA,NA,48,2,0,1,49,100,5,"herb",TRUE,"","PaPlSeptopen11",1,1
"469",602,"PaPl","Sept","pitfall","open",12,"open12",NA,NA,NA,1,0,1,2,96,100,2,"herb",TRUE,"","PaPlSeptopen12",2,1
"470",592,"PaPl","Sept","pitfall","open",2,"open2",NA,NA,NA,95,0,0,0,5,100,30,"grass",TRUE,"","PaPlSeptopen2",8,2
"471",593,"PaPl","Sept","pitfall","open",3,"open3",NA,NA,NA,95,0,0,0,5,100,42,"grass",TRUE,"","PaPlSeptopen3",1,1
"473",595,"PaPl","Sept","pitfall","open",5,"open5",NA,NA,NA,80,0,0,0,20,100,22,"grass",TRUE,"","PaPlSeptopen5",2,1
"474",596,"PaPl","Sept","pitfall","open",6,"open6",NA,NA,NA,90,0,0,0,10,100,15,"grass",TRUE,"","PaPlSeptopen6",15,1
"475",597,"PaPl","Sept","pitfall","open",7,"open7",NA,NA,NA,64,0,0,1,35,100,16,"herb",TRUE,"","PaPlSeptopen7",16,2
"476",598,"PaPl","Sept","pitfall","open",8,"open8",NA,NA,NA,80,0,0,0,20,100,20,"grass",TRUE,"","PaPlSeptopen8",37,1
"478",579,"PaPl","Sept","pitfall","shrub",1,"shrub1",290,200,130,96,2,1,1,0,100,50,"grass",TRUE,"","PaPlSeptshrub1",6,1
"481",590,"PaPl","Sept","pitfall","shrub",12,"shrub12",330,200,140,98,0,0,1,1,100,30,"grass",TRUE,"","PaPlSeptshrub12",1,1
"482",580,"PaPl","Sept","pitfall","shrub",2,"shrub2",250,180,110,100,0,0,0,0,100,56,"grass",TRUE,"","PaPlSeptshrub2",4,1
"483",581,"PaPl","Sept","pitfall","shrub",3,"shrub3",250,170,140,90,0,0,0,10,100,32,"grass",TRUE,"","PaPlSeptshrub3",21,1
"484",582,"PaPl","Sept","pitfall","shrub",4,"shrub4",200,190,140,100,0,0,0,0,100,38,"grass",TRUE,"","PaPlSeptshrub4",18,2
"485",583,"PaPl","Sept","pitfall","shrub",5,"shrub5",260,220,130,100,0,0,0,0,100,33,"grass",TRUE,"","PaPlSeptshrub5",16,1
"486",584,"PaPl","Sept","pitfall","shrub",6,"shrub6",300,240,130,95,0,0,0,5,100,30,"grass",TRUE,"","PaPlSeptshrub6",9,1
"487",585,"PaPl","Sept","pitfall","shrub",7,"shrub7",200,200,140,95,0,0,0,5,100,20,"grass",TRUE,"","PaPlSeptshrub7",4,2
"488",586,"PaPl","Sept","pitfall","shrub",8,"shrub8",320,150,110,95,2,0,0,3,100,46,"grass",TRUE,"","PaPlSeptshrub8",16,3
"489",587,"PaPl","Sept","pitfall","shrub",9,"shrub9",400,260,160,95,0,0,0,5,100,32,"grass",TRUE,"inactive borrow","PaPlSeptshrub9",5,1
"490",293,"SemiT","Aug","pitfall","open",1,"open1",NA,NA,NA,50,0,0,0,50,100,7,"herb",TRUE,"","SemiTAugopen1",6,1
"493",303,"SemiT","Aug","pitfall","open",12,"open12",NA,NA,NA,0,0,0,0,100,100,NA,NA,NA,"","SemiTAugopen12",2,2
"494",294,"SemiT","Aug","pitfall","open",2,"open2",NA,NA,NA,7,0,1,0,92,100,11,"herb",TRUE,"","SemiTAugopen2",9,1
"497",297,"SemiT","Aug","pitfall","open",5,"open5",NA,NA,NA,15,0,15,0,70,100,3,"herb",TRUE,"","SemiTAugopen5",3,2
"499",299,"SemiT","Aug","pitfall","open",7,"open7",NA,NA,NA,50,0,0,0,50,100,6,"herb",TRUE,"","SemiTAugopen7",3,2
"500",300,"SemiT","Aug","pitfall","open",9,"open9",NA,NA,NA,25,0,8,0,67,100,11,"herb",TRUE,"","SemiTAugopen9",1,1
"501",281,"SemiT","Aug","pitfall","shrub",1,"shrub1",190,185,100,99,0,0,0,1,100,19,"grass",TRUE,"","SemiTAugshrub1",2,1
"504",292,"SemiT","Aug","pitfall","shrub",12,"shrub12",180,155,95,80,0,0,0,20,100,19,"grass",TRUE,"","SemiTAugshrub12",1,1
"505",282,"SemiT","Aug","pitfall","shrub",2,"shrub2",130,105,100,13,0,0,0,87,100,7,"herb",TRUE,"","SemiTAugshrub2",1,1
"506",283,"SemiT","Aug","pitfall","shrub",3,"shrub3",160,160,110,94,0,2,0,4,100,15,"grass",TRUE,"","SemiTAugshrub3",1,1
"508",285,"SemiT","Aug","pitfall","shrub",5,"shrub5",105,95,85,99,0,1,0,0,100,15,"grass",TRUE,"","SemiTAugshrub5",1,1
"509",286,"SemiT","Aug","pitfall","shrub",6,"shrub6",180,170,90,100,0,0,0,0,100,22,"grass",TRUE,"","SemiTAugshrub6",6,1
"511",288,"SemiT","Aug","pitfall","shrub",8,"shrub8",255,170,90,98,0,0,1,1,100,17,"grass",TRUE,"","SemiTAugshrub8",1,1
"512",289,"SemiT","Aug","pitfall","shrub",9,"shrub9",300,260,105,96,0,0,0,4,100,16,"grass",TRUE,"","SemiTAugshrub9",12,1
"513",82,"SemiT","July","pitfall","open",1,"open1",NA,NA,NA,100,0,0,0,0,100,10,"herb",TRUE,"","SemiTJulyopen1",10,1
"514",90,"SemiT","July","pitfall","open",10,"open10",NA,NA,NA,94,0,1,0,5,100,16,"herb",TRUE,"","SemiTJulyopen10",4,1
"515",91,"SemiT","July","pitfall","open",11,"open11",NA,NA,NA,20,0,0,0,80,100,13,"herb",TRUE,"","SemiTJulyopen11",6,1
"516",92,"SemiT","July","pitfall","open",12,"open12",NA,NA,NA,80,0,0,0,20,100,18,"herb",TRUE,"","SemiTJulyopen12",2,1
"517",83,"SemiT","July","pitfall","open",2,"open2",NA,NA,NA,1,0,0,0,99,100,8,"herb",TRUE,"","SemiTJulyopen2",31,1
"518",84,"SemiT","July","pitfall","open",3,"open3",NA,NA,NA,100,0,0,0,0,100,10,"herb",TRUE,"","SemiTJulyopen3",6,1
"519",85,"SemiT","July","pitfall","open",4,"open4",NA,NA,NA,6,0,0,0,94,100,6,"herb",TRUE,"","SemiTJulyopen4",4,1
"520",86,"SemiT","July","pitfall","open",6,"open6",NA,NA,NA,20,0,0,0,80,100,10,"herb",TRUE,"","SemiTJulyopen6",14,1
"521",87,"SemiT","July","pitfall","open",7,"open7",NA,NA,NA,15,0,0,0,85,100,9,"herb",TRUE,"","SemiTJulyopen7",16,1
"522",88,"SemiT","July","pitfall","open",8,"open8",NA,NA,NA,0,0,0,0,100,100,0,"herb",TRUE,"","SemiTJulyopen8",30,1
"523",89,"SemiT","July","pitfall","open",9,"open9",NA,NA,NA,98,0,0,0,2,100,7,"herb",TRUE,"","SemiTJulyopen9",3,1
"524",70,"SemiT","July","pitfall","shrub",1,"shrub1",195,180,110,85,0,0,0,15,100,7,"herb",TRUE,"","SemiTJulyshrub1",45,1
"527",81,"SemiT","July","pitfall","shrub",12,"shrub12",180,130,95,100,0,0,0,0,100,20,"grass",TRUE,"","SemiTJulyshrub12",17,2
"528",71,"SemiT","July","pitfall","shrub",2,"shrub2",240,190,90,50,0,0,0,50,100,25,"grass",TRUE,"","SemiTJulyshrub2",37,1
"530",73,"SemiT","July","pitfall","shrub",4,"shrub4",140,90,105,25,0,0,0,75,100,12,"herb",TRUE,"","SemiTJulyshrub4",3,1
"531",74,"SemiT","July","pitfall","shrub",5,"shrub5",220,200,225,0,0,0,0,100,100,0,NA,TRUE,"","SemiTJulyshrub5",30,2
"532",75,"SemiT","July","pitfall","shrub",6,"shrub6",145,140,80,50,0,0,0,50,100,14,"grass",TRUE,"","SemiTJulyshrub6",8,1
"533",76,"SemiT","July","pitfall","shrub",7,"shrub7",205,195,105,10,0,0,0,90,100,10,"herb",TRUE,"","SemiTJulyshrub7",8,2
"534",77,"SemiT","July","pitfall","shrub",8,"shrub8",325,220,100,94,0,1,0,5,100,18,"grass",TRUE,"","SemiTJulyshrub8",9,1
"535",78,"SemiT","July","pitfall","shrub",9,"shrub9",410,220,100,100,0,0,0,0,100,10,"grass",TRUE,"","SemiTJulyshrub9",2,1
"536",498,"SemiT","Sept","pitfall","open",1,"open1",NA,NA,NA,45,0,0,0,55,100,26,"herb",TRUE,"","SemiTSeptopen1",22,1
"537",507,"SemiT","Sept","pitfall","open",10,"open10",NA,NA,NA,50,0,0,0,50,100,8,"herb",TRUE,"","SemiTSeptopen10",2,2
"538",508,"SemiT","Sept","pitfall","open",11,"open11",NA,NA,NA,100,0,0,0,0,100,30,"grass",TRUE,"","SemiTSeptopen11",2,1
"539",509,"SemiT","Sept","pitfall","open",12,"open12",NA,NA,NA,85,0,0,0,15,100,10,"herb",TRUE,"","SemiTSeptopen12",7,1
"540",499,"SemiT","Sept","pitfall","open",2,"open2",NA,NA,NA,99,0,0,0,1,100,25,"grass",TRUE,"","SemiTSeptopen2",9,2
"541",500,"SemiT","Sept","pitfall","open",3,"open3",NA,NA,NA,98,0,0,0,2,100,19,"herb",TRUE,"","SemiTSeptopen3",1,1
"542",501,"SemiT","Sept","pitfall","open",4,"open4",NA,NA,NA,6,0,0,0,94,100,5,"herb",TRUE,"","SemiTSeptopen4",1,1
"543",502,"SemiT","Sept","pitfall","open",5,"open5",NA,NA,NA,7,0,1,0,92,100,4,"herb",TRUE,"","SemiTSeptopen5",3,2
"544",503,"SemiT","Sept","pitfall","open",6,"open6",NA,NA,NA,72,0,3,0,25,100,16,"herb",TRUE,"","SemiTSeptopen6",15,2
"545",504,"SemiT","Sept","pitfall","open",7,"open7",NA,NA,NA,98,0,0,0,2,100,29,"herb",TRUE,"","SemiTSeptopen7",8,1
"547",506,"SemiT","Sept","pitfall","open",9,"open9",NA,NA,NA,96,0,2,0,2,100,37,"grass",TRUE,"","SemiTSeptopen9",1,1
"548",486,"SemiT","Sept","pitfall","shrub",1,"shrub1",180,170,120,35,0,60,0,5,100,30,"grass",TRUE,"","SemiTSeptshrub1",9,1
"550",497,"SemiT","Sept","pitfall","shrub",12,"shrub12",160,150,110,20,0,0,0,80,100,11,"grass",TRUE,"","SemiTSeptshrub12",14,2
"551",487,"SemiT","Sept","pitfall","shrub",2,"shrub2",170,140,100,78,0,2,0,20,100,26,"grass",TRUE,"","SemiTSeptshrub2",8,1
"552",488,"SemiT","Sept","pitfall","shrub",3,"shrub3",220,160,100,97,0,2,0,1,100,37,"grass",TRUE,"","SemiTSeptshrub3",2,1
"553",489,"SemiT","Sept","pitfall","shrub",4,"shrub4",200,180,130,5,0,0,0,95,100,15,"grass",TRUE,"","SemiTSeptshrub4",2,1
"554",490,"SemiT","Sept","pitfall","shrub",5,"shrub5",210,200,120,23,0,0,0,77,100,22,"grass",TRUE,"","SemiTSeptshrub5",1,1
"555",491,"SemiT","Sept","pitfall","shrub",6,"shrub6",230,220,140,65,0,8,0,27,100,24,"grass",TRUE,"","SemiTSeptshrub6",3,1
"556",492,"SemiT","Sept","pitfall","shrub",7,"shrub7",140,140,100,5,0,0,0,95,100,10,"grass",TRUE,"","SemiTSeptshrub7",13,1
"557",493,"SemiT","Sept","pitfall","shrub",8,"shrub8",120,100,80,45,0,1,0,54,100,28,"grass",TRUE,"","SemiTSeptshrub8",3,1
"559",360,"SiCr","Aug","pitfall","open",1,"open1",NA,NA,NA,100,0,0,0,0,100,12,"grass",TRUE,"","SiCrAugopen1",4,2
"560",365,"SiCr","Aug","pitfall","open",10,"open10",NA,NA,NA,100,0,0,0,0,100,12,"grass",TRUE,"","SiCrAugopen10",6,1
"561",361,"SiCr","Aug","pitfall","open",2,"open2",NA,NA,NA,40,0,0,0,60,100,3,"grass",TRUE,"","SiCrAugopen2",30,3
"562",362,"SiCr","Aug","pitfall","open",3,"open3",NA,NA,NA,20,0,10,0,70,100,2,"grass",TRUE,"","SiCrAugopen3",26,3
"563",363,"SiCr","Aug","pitfall","open",4,"open4",NA,NA,NA,40,0,0,0,60,100,7,"grass",TRUE,"","SiCrAugopen4",4,1
"564",364,"SiCr","Aug","pitfall","open",5,"open5",NA,NA,NA,50,0,0,0,50,100,1,"grass",TRUE,"","SiCrAugopen5",14,1
"565",352,"SiCr","Aug","pitfall","shrub",1,"shrub1",295,290,150,100,0,0,0,0,100,33,"grass",TRUE,"","SiCrAugshrub1",42,2
"566",359,"SiCr","Aug","pitfall","shrub",10,"shrub10",280,220,170,50,0,10,0,40,100,9,"grass",TRUE,"","SiCrAugshrub10",48,2
"567",353,"SiCr","Aug","pitfall","shrub",2,"shrub2",480,390,200,95,0,5,0,0,100,20,"grass",TRUE,"","SiCrAugshrub2",8,2
"568",354,"SiCr","Aug","pitfall","shrub",3,"shrub3",310,295,160,100,0,0,0,0,100,3,"grass",TRUE,"","SiCrAugshrub3",11,1
"569",355,"SiCr","Aug","pitfall","shrub",4,"shrub4",225,125,145,50,0,50,0,0,100,10,"grass",TRUE,"","SiCrAugshrub4",18,2
"570",356,"SiCr","Aug","pitfall","shrub",5,"shrub5",370,280,145,95,0,0,3,2,100,7,"grass",TRUE,"","SiCrAugshrub5",80,2
"571",357,"SiCr","Aug","pitfall","shrub",6,"shrub6",385,340,160,75,0,25,0,0,100,8,"grass",TRUE,"","SiCrAugshrub6",4,2
"572",358,"SiCr","Aug","pitfall","shrub",8,"shrub8",250,245,140,90,0,0,0,10,100,11,"grass",TRUE,"","SiCrAugshrub8",14,2
"573",152,"SiCr","July","pitfall","open",1,"open1",NA,NA,NA,100,0,0,0,0,100,26,"grass",TRUE,"","SiCrJulyopen1",3,3
"574",160,"SiCr","July","pitfall","open",10,"open10",NA,NA,NA,99,0,0,0,1,100,3,"herb",TRUE,"","SiCrJulyopen10",13,2
"575",161,"SiCr","July","pitfall","open",11,"open11",NA,NA,NA,100,0,0,0,0,100,23,"grass",TRUE,"","SiCrJulyopen11",12,1
"576",162,"SiCr","July","pitfall","open",12,"open12",NA,NA,NA,100,0,0,0,0,100,37,"grass",TRUE,"","SiCrJulyopen12",19,1
"577",153,"SiCr","July","pitfall","open",2,"open2",NA,NA,NA,5,1,0,0,94,100,7,"grass",TRUE,"","SiCrJulyopen2",22,3
"578",154,"SiCr","July","pitfall","open",4,"open4",NA,NA,NA,50,0,0,0,50,100,13,"herb",TRUE,"","SiCrJulyopen4",25,3
"579",155,"SiCr","July","pitfall","open",5,"open5",NA,NA,NA,0,0,5,0,95,100,NA,NA,NA,"","SiCrJulyopen5",5,1
"580",156,"SiCr","July","pitfall","open",6,"open6",NA,NA,NA,100,0,0,0,0,100,28,"grass",TRUE,"","SiCrJulyopen6",6,2
"581",157,"SiCr","July","pitfall","open",7,"open7",NA,NA,NA,50,0,1,0,49,100,1,"grass",TRUE,"","SiCrJulyopen7",8,3
"582",158,"SiCr","July","pitfall","open",8,"open8",NA,NA,NA,99,0,0,0,1,100,28,"herb",TRUE,"","SiCrJulyopen8",14,1
"583",159,"SiCr","July","pitfall","open",9,"open9",NA,NA,NA,100,0,0,0,0,100,38,"grass",TRUE,"","SiCrJulyopen9",21,1
"584",141,"SiCr","July","pitfall","shrub",1,"shrub1",220,130,130,85,0,0,0,15,100,25,"grass",TRUE,"","SiCrJulyshrub1",77,3
"585",149,"SiCr","July","pitfall","shrub",10,"shrub10",95,105,70,100,0,0,0,0,100,26,"grass",TRUE,"","SiCrJulyshrub10",62,3
"586",150,"SiCr","July","pitfall","shrub",11,"shrub11",150,100,95,100,0,0,0,0,100,40,"grass",TRUE,"","SiCrJulyshrub11",44,3
"587",151,"SiCr","July","pitfall","shrub",12,"shrub12",300,210,155,50,0,50,0,0,100,20,"grass",TRUE,"","SiCrJulyshrub12",15,2
"588",142,"SiCr","July","pitfall","shrub",2,"shrub2",135,100,110,63,0,0,2,35,100,16,"grass",TRUE,"","SiCrJulyshrub2",50,4
"589",143,"SiCr","July","pitfall","shrub",3,"shrub3",210,190,120,80,0,0,0,20,100,24,"grass",TRUE,"","SiCrJulyshrub3",119,3
"590",144,"SiCr","July","pitfall","shrub",4,"shrub4",250,210,135,99,0,0,0,1,100,23,"grass",TRUE,"","SiCrJulyshrub4",58,4
"591",145,"SiCr","July","pitfall","shrub",6,"shrub6",200,200,100,100,0,0,0,0,100,28,"grass",TRUE,"","SiCrJulyshrub6",17,2
"592",146,"SiCr","July","pitfall","shrub",7,"shrub7",420,380,190,100,0,0,0,0,100,18,"grass",TRUE,"","SiCrJulyshrub7",33,2
"593",147,"SiCr","July","pitfall","shrub",8,"shrub8",180,155,120,94,0,0,1,5,100,11,"grass",TRUE,"","SiCrJulyshrub8",39,1
"594",148,"SiCr","July","pitfall","shrub",9,"shrub9",370,350,155,99,0,1,0,0,100,29,"grass",TRUE,"","SiCrJulyshrub9",9,1
"596",578,"SiCr","Sept","pitfall","open",11,"open11",NA,NA,NA,100,0,0,0,0,100,32,"grass",TRUE,"","SiCrSeptopen11",25,1
"597",571,"SiCr","Sept","pitfall","open",2,"open2",NA,NA,NA,10,0,0,3,87,100,2,"grass",TRUE,"","SiCrSeptopen2",8,2
"598",572,"SiCr","Sept","pitfall","open",4,"open4",NA,NA,NA,100,0,0,0,0,100,15,"grass",TRUE,"","SiCrSeptopen4",5,1
"599",573,"SiCr","Sept","pitfall","open",5,"open5",NA,NA,NA,100,0,0,0,0,100,33,"grass",TRUE,"","SiCrSeptopen5",20,2
"600",574,"SiCr","Sept","pitfall","open",6,"open6",NA,NA,NA,2,0,0,3,95,100,2,"grass",TRUE,"","SiCrSeptopen6",29,1
"601",575,"SiCr","Sept","pitfall","open",7,"open7",NA,NA,NA,93,0,0,2,5,100,27,"grass",TRUE,"","SiCrSeptopen7",10,1
"602",576,"SiCr","Sept","pitfall","open",8,"open8",NA,NA,NA,88,0,0,2,10,100,4,"grass",TRUE,"","SiCrSeptopen8",323,2
"603",577,"SiCr","Sept","pitfall","open",9,"open9",NA,NA,NA,95,0,0,0,5,100,16,"grass",TRUE,"","SiCrSeptopen9",7,1
"604",558,"SiCr","Sept","pitfall","shrub",1,"shrub1",330,290,150,98,0,0,0,2,100,34,"grass",TRUE,"","SiCrSeptshrub1",57,2
"605",567,"SiCr","Sept","pitfall","shrub",10,"shrub10",410,370,180,40,0,0,0,60,100,15,"grass",TRUE,"","SiCrSeptshrub10",11,2
"606",569,"SiCr","Sept","pitfall","shrub",12,"shrub12",270,270,160,2,2,0,1,95,100,6,"grass",TRUE,"","SiCrSeptshrub12",12,2
"607",559,"SiCr","Sept","pitfall","shrub",2,"shrub2",250,210,150,40,0,0,0,60,100,22,"grass",TRUE,"","SiCrSeptshrub2",10,1
"608",560,"SiCr","Sept","pitfall","shrub",3,"shrub3",220,190,140,100,0,0,0,0,100,30,"grass",TRUE,"","SiCrSeptshrub3",41,1
"609",561,"SiCr","Sept","pitfall","shrub",4,"shrub4",230,200,140,100,0,0,0,0,100,30,"grass",TRUE,"","SiCrSeptshrub4",69,2
"610",562,"SiCr","Sept","pitfall","shrub",5,"shrub5",220,210,150,98,0,0,0,2,100,42,"grass",TRUE,"","SiCrSeptshrub5",20,2
"611",563,"SiCr","Sept","pitfall","shrub",6,"shrub6",370,320,190,100,0,0,0,0,100,25,"grass",TRUE,"","SiCrSeptshrub6",26,2
"612",564,"SiCr","Sept","pitfall","shrub",7,"shrub7",170,150,120,90,0,0,0,10,100,14,"grass",TRUE,"","SiCrSeptshrub7",462,2
"613",565,"SiCr","Sept","pitfall","shrub",8,"shrub8",220,210,160,100,0,0,0,0,100,10,"grass",TRUE,"","SiCrSeptshrub8",112,2
"614",566,"SiCr","Sept","pitfall","shrub",9,"shrub9",360,340,200,5,0,2,0,93,100,0,"herb",TRUE,"","SiCrSeptshrub9",1,1
"15",338,"Aven","Aug","pitfall","shrub",11,"shrub11",220,170,140,100,0,0,0,0,100,27,"grass",TRUE,"","AvenAugshrub11",0,0
"24",129,"Aven","July","pitfall","open",1,"open1",NA,NA,NA,100,0,0,0,0,100,32,"grass",TRUE,"","AvenJulyopen1",0,0
"34",117,"Aven","July","pitfall","shrub",1,"shrub1",180,110,80,30,0,15,0,55,100,42,"grass",TRUE,"lots of burrows","AvenJulyshrub1",0,0
"35",126,"Aven","July","pitfall","shrub",10,"shrub10",140,95,105,99,0,1,0,0,100,19,"grass",TRUE,"","AvenJulyshrub10",0,0
"40",120,"Aven","July","pitfall","shrub",4,"shrub4",170,90,90,25,0,0,0,75,100,25,"grass",TRUE,"","AvenJulyshrub4",0,0
"46",546,"Aven","Sept","pitfall","open",1,"open1",NA,NA,NA,94,0,0,1,5,100,20,"grass",TRUE,"","AvenSeptopen1",0,0
"51",548,"Aven","Sept","pitfall","open",3,"open3",NA,NA,NA,100,0,0,0,0,100,12,"grass",TRUE,"","AvenSeptopen3",0,0
"52",549,"Aven","Sept","pitfall","open",4,"open4",NA,NA,NA,90,0,0,0,10,100,23,"grass",TRUE,"","AvenSeptopen4",0,0
"55",552,"Aven","Sept","pitfall","open",7,"open7",NA,NA,NA,1,0,0,1,98,100,2,"grass",TRUE,"","AvenSeptopen7",0,0
"56",553,"Aven","Sept","pitfall","open",8,"open8",NA,NA,NA,100,0,0,0,0,100,40,"grass",TRUE,"","AvenSeptopen8",0,0
"62",535,"Aven","Sept","pitfall","shrub",2,"shrub2",165,130,130,85,0,0,0,15,100,28,"grass",TRUE,"","AvenSeptshrub2",0,0
"64",537,"Aven","Sept","pitfall","shrub",4,"shrub4",335,280,165,10,0,0,0,90,100,6,"grass",TRUE,"","AvenSeptshrub4",0,0
"66",539,"Aven","Sept","pitfall","shrub",6,"shrub6",210,210,130,95,0,0,0,5,100,35,"grass",TRUE,"","AvenSeptshrub6",0,0
"67",540,"Aven","Sept","pitfall","shrub",7,"shrub7",270,220,145,95,0,0,0,5,100,37,"grass",TRUE,"","AvenSeptshrub7",0,0
"68",541,"Aven","Sept","pitfall","shrub",8,"shrub8",265,210,155,90,0,0,0,10,100,30,"grass",TRUE,"","AvenSeptshrub8",0,0
"69",542,"Aven","Sept","pitfall","shrub",9,"shrub9",200,150,145,95,0,0,0,5,100,30,"grass",TRUE,"","AvenSeptshrub9",0,0
"97",23,"CaS","July","pitfall","open",12,"open12",NA,NA,NA,3,0,0,2,95,100,3,"grass",TRUE,"","CaSJulyopen12",0,0
"164",460,"CaSl","Sept","pitfall","open",23,"open11",NA,NA,NA,5,0,8,8,79,100,2,"grass",TRUE,"","CaSlSeptopen11",0,0
