"","X","Site","month","Method","Microsite","Rep","field.micro","shrub.x","shrub.y","shrub.z","dry.veg.percent","green.veg.percent","woody.debris.percent","rocks.percent","bare.ground.percent","sum_percent","veg..height","dominant.type","dried.","notes","uniID","abun","H","Simpson","Species","Even"
"LokAugshrub8","LokAugshrub8","Lok","Aug","pitfall","shrub",8,"shrub8",180,150,105,97,0,0,0,3,100,24,"grass",TRUE,"Two shrubs very close together","LokAugshrub8",1,0,0,1,NA
"LokAugshrub9","LokAugshrub9","Lok","Aug","pitfall","shrub",9,"shrub9",110,75,145,65,0,0,0,35,100,22,"grass",TRUE,"","LokAugshrub9",1,0,0,1,NA
"LokJulyopen10","LokJulyopen10","Lok","July","pitfall","open",10,"open10",NA,NA,NA,65,0,0,0,35,100,14,"herb",TRUE,"","LokJulyopen10",2,0.693147180559945,0.5,2,1
"LokJulyopen12","LokJulyopen12","Lok","July","pitfall","open",12,"open12",NA,NA,NA,25,0,0,1,74,100,10,"grass",TRUE,"","LokJulyopen12",5,0.500402423538188,0.32,2,0.721928094887362
"LokJulyopen2","LokJulyopen2","Lok","July","pitfall","open",2,"open2",NA,NA,NA,20,25,0,0,55,100,12,"Grass",TRUE,"","LokJulyopen2",21,1.01249471102676,0.607709750566893,3,0.921612402728759
"LokJulyopen3","LokJulyopen3","Lok","July","pitfall","open",3,"open3",NA,NA,NA,3,10,0,0,87,100,13,"herb",TRUE,"","LokJulyopen3",17,0.465999256961043,0.290657439446367,2,0.672294817075638
"LokJulyopen4","LokJulyopen4","Lok","July","pitfall","open",4,"open4",NA,NA,NA,8,2,0,0,90,100,13,"Grass",TRUE,"","LokJulyopen4",19,0.514653165428929,0.332409972299169,2,0.742487569542124
"LokJulyopen5","LokJulyopen5","Lok","July","pitfall","open",5,"open5",NA,NA,NA,1,0,0,1,98,100,1,"Grass",TRUE,"","LokJulyopen5",1,0,0,1,NA
"LokJulyopen6","LokJulyopen6","Lok","July","pitfall","open",6,"open6",NA,NA,NA,4,0,3,1,92,100,12,"Grass",TRUE,"","LokJulyopen6",1,0,0,1,NA
"LokJulyshrub10","LokJulyshrub10","Lok","July","pitfall","shrub",10,"shrub10",180,140,100,45,0,0,3,52,100,14,"Grass",TRUE,"","LokJulyshrub10",1,0,0,1,NA
"LokJulyshrub11","LokJulyshrub11","Lok","July","pitfall","shrub",11,"shrub11",220,170,120,15,0,0,5,80,100,18,"Grass",TRUE,"","LokJulyshrub11",3,0.636514168294813,0.444444444444444,2,0.918295834054489
"LokJulyshrub12","LokJulyshrub12","Lok","July","pitfall","shrub",12,"shrub12",770,670,160,100,0,0,0,0,100,23,"Grass",TRUE,"","LokJulyshrub12",32,0,0,1,NA
"LokJulyshrub2","LokJulyshrub2","Lok","July","pitfall","shrub",2,"shrub2",310,190,115,95,0,5,0,0,100,30,"Grass",TRUE,"","LokJulyshrub2",5,0.500402423538188,0.32,2,0.721928094887362
"LokJulyshrub3","LokJulyshrub3","Lok","July","pitfall","shrub",3,"shrub3",290,280,125,70,0,0,0,30,100,10,"Grass",TRUE,"","LokJulyshrub3",4,0.693147180559945,0.5,2,1
"LokJulyshrub4","LokJulyshrub4","Lok","July","pitfall","shrub",4,"shrub4",110,105,85,70,0,15,0,15,100,23,"Grass",TRUE,"","LokJulyshrub4",2,0.693147180559945,0.5,2,1
"LokJulyshrub5","LokJulyshrub5","Lok","July","pitfall","shrub",5,"shrub5",140,135,120,35,0,0,0,65,100,13,"Grass",TRUE,"","LokJulyshrub5",2,0.693147180559945,0.5,2,1
"LokJulyshrub7","LokJulyshrub7","Lok","July","pitfall","shrub",7,"shrub7",160,140,85,13,0,2,0,85,100,29,"Grass",TRUE,"","LokJulyshrub7",1,0,0,1,NA
"LokJulyshrub9","LokJulyshrub9","Lok","July","pitfall","shrub",9,"shrub9",310,210,130,94,0,1,0,5,100,27,"Grass",TRUE,"","LokJulyshrub9",1,0,0,1,NA
"LokSeptopen1","LokSeptopen1","Lok","Sept","pitfall","open",1,"open1",NA,NA,NA,65,20,2,2,11,100,15,"herb",TRUE,"","LokSeptopen1",22,0.48510450039094,0.243801652892562,3,0.441561145269048
"LokSeptopen10","LokSeptopen10","Lok","Sept","pitfall","open",10,"open10",NA,NA,NA,19,0,0,6,75,100,16,"grass",TRUE,"","LokSeptopen10",2,0,0,1,NA
"LokSeptopen11","LokSeptopen11","Lok","Sept","pitfall","open",11,"open11",NA,NA,NA,10,0,0,10,80,100,4,"grass",TRUE,"","LokSeptopen11",10,0.325082973391448,0.18,2,0.468995593589281
"LokSeptopen12","LokSeptopen12","Lok","Sept","pitfall","open",12,"open12",NA,NA,NA,30,0,0,5,65,100,7,"grass",TRUE,"","LokSeptopen12",1,0,0,1,NA
"LokSeptopen2","LokSeptopen2","Lok","Sept","pitfall","open",2,"open2",NA,NA,NA,91,0,7,0,2,100,17,"grass",TRUE,"","LokSeptopen2",23,0,0,1,NA
"LokSeptopen3","LokSeptopen3","Lok","Sept","pitfall","open",3,"open3",NA,NA,NA,22,0,0,2,76,100,12,"grass",TRUE,"","LokSeptopen3",4,0,0,1,NA
"LokSeptopen4","LokSeptopen4","Lok","Sept","pitfall","open",4,"open4",NA,NA,NA,55,0,4,5,36,100,23,"grass",TRUE,"","LokSeptopen4",3,0,0,1,NA
"LokSeptopen5","LokSeptopen5","Lok","Sept","pitfall","open",5,"open5",NA,NA,NA,86,0,7,1,6,100,29,"herb",TRUE,"","LokSeptopen5",45,0,0,1,NA
"LokSeptopen6","LokSeptopen6","Lok","Sept","pitfall","open",6,"open6",NA,NA,NA,16,0,0,7,77,100,13,"grass",TRUE,"","LokSeptopen6",1,0,0,1,NA
"LokSeptopen7","LokSeptopen7","Lok","Sept","pitfall","open",7,"open7",NA,NA,NA,13,0,0,3,84,100,14,"herb",TRUE,"","LokSeptopen7",2,0,0,1,NA
"LokSeptopen8","LokSeptopen8","Lok","Sept","pitfall","open",8,"open8",NA,NA,NA,46,0,0,4,50,100,14,"herb",TRUE,"","LokSeptopen8",5,0.500402423538188,0.32,2,0.721928094887362
"LokSeptopen9","LokSeptopen9","Lok","Sept","pitfall","open",9,"open9",NA,NA,NA,85,0,5,0,10,100,8,"herb",TRUE,"","LokSeptopen9",2,0,0,1,NA
"LokSeptshrub10","LokSeptshrub10","Lok","Sept","pitfall","shrub",10,"shrub10",300,240,170,8,0,2,1,89,100,23,"grass",TRUE,"","LokSeptshrub10",13,0,0,1,NA
"LokSeptshrub11","LokSeptshrub11","Lok","Sept","pitfall","shrub",11,"shrub11",260,220,130,100,0,0,0,0,100,32,"grass",TRUE,"","LokSeptshrub11",10,0,0,1,NA
"LokSeptshrub12","LokSeptshrub12","Lok","Sept","pitfall","shrub",12,"shrub12",190,170,80,45,0,3,2,50,100,13,"grass",TRUE,"","LokSeptshrub12",7,0,0,1,NA
"LokSeptshrub2","LokSeptshrub2","Lok","Sept","pitfall","shrub",2,"shrub2",260,250,120,100,0,0,0,0,100,39,"grass",TRUE,"","LokSeptshrub2",2,0,0,1,NA
"LokSeptshrub3","LokSeptshrub3","Lok","Sept","pitfall","shrub",3,"shrub3",180,170,140,100,0,0,0,0,100,37,"grass",TRUE,"","LokSeptshrub3",9,0.348832095843032,0.197530864197531,2,0.503258334775646
"LokSeptshrub4","LokSeptshrub4","Lok","Sept","pitfall","shrub",4,"shrub4",400,390,130,98,0,0,0,2,100,22,"grass",TRUE,"","LokSeptshrub4",14,0,0,1,NA
"LokSeptshrub5","LokSeptshrub5","Lok","Sept","pitfall","shrub",5,"shrub5",320,240,100,98,0,1,0,1,100,23,"grass",TRUE,"","LokSeptshrub5",7,0.410116318288409,0.244897959183674,2,0.591672778582327
"LokSeptshrub6","LokSeptshrub6","Lok","Sept","pitfall","shrub",6,"shrub6",210,140,90,90,0,0,0,10,100,32,"grass",TRUE,"","LokSeptshrub6",43,0,0,1,NA
"LokSeptshrub7","LokSeptshrub7","Lok","Sept","pitfall","shrub",7,"shrub7",340,280,170,100,0,0,0,0,100,24,"grass",TRUE,"","LokSeptshrub7",26,0,0,1,NA
"LokSeptshrub8","LokSeptshrub8","Lok","Sept","pitfall","shrub",8,"shrub8",390,320,110,88,0,0,0,12,100,29,"grass",TRUE,"","LokSeptshrub8",4,0.693147180559945,0.5,2,1
"MovAugopen1","MovAugopen1","Mov","Aug","pitfall","open",13,"open1",NA,NA,NA,50,0,0,0,50,100,15,"grass",TRUE,"","MovAugopen1",2,0.693147180559945,0.5,2,1
"MovAugopen10","MovAugopen10","Mov","Aug","pitfall","open",22,"open10",NA,NA,NA,95,0,0,0,5,100,15,"grass",TRUE,"","MovAugopen10",10,0,0,1,NA
"MovAugopen11","MovAugopen11","Mov","Aug","pitfall","open",23,"open11",NA,NA,NA,65,0,0,0,35,100,14,"grass",TRUE,"","MovAugopen11",8,0.562335144618808,0.375,2,0.811278124459133
"MovAugopen12","MovAugopen12","Mov","Aug","pitfall","open",24,"open12",NA,NA,NA,90,0,0,0,10,100,14,"grass",TRUE,"","MovAugopen12",4,0,0,1,NA
"MovAugopen2","MovAugopen2","Mov","Aug","pitfall","open",14,"open2",NA,NA,NA,80,0,0,0,20,100,15,"grass",TRUE,"cow dung","MovAugopen2",1,0,0,1,NA
"MovAugopen3","MovAugopen3","Mov","Aug","pitfall","open",15,"open3",NA,NA,NA,90,0,0,0,10,100,8,"grass",TRUE,"cow dung","MovAugopen3",19,0.206192050633232,0.0997229916897509,2,0.29747224891929
"MovAugopen4","MovAugopen4","Mov","Aug","pitfall","open",16,"open4",NA,NA,NA,50,0,0,0,50,100,5,"grass",TRUE,"","MovAugopen4",43,0,0,1,NA
"MovAugopen5","MovAugopen5","Mov","Aug","pitfall","open",17,"open5",NA,NA,NA,40,0,0,0,60,100,13,"grass",TRUE,"","MovAugopen5",5,0,0,1,NA
"MovAugopen6","MovAugopen6","Mov","Aug","pitfall","open",18,"open6",NA,NA,NA,50,0,0,0,50,100,10,"grass",TRUE,"","MovAugopen6",7,0,0,1,NA
"MovAugopen8","MovAugopen8","Mov","Aug","pitfall","open",20,"open8",NA,NA,NA,85,0,0,0,15,100,8,"grass",TRUE,"cow dung","MovAugopen8",16,0,0,1,NA
"MovAugopen9","MovAugopen9","Mov","Aug","pitfall","open",21,"open9",NA,NA,NA,80,0,0,0,20,100,13,"grass",TRUE,"","MovAugopen9",10,0.610864302054894,0.42,2,0.881290899230693
"MovAugshrub1","MovAugshrub1","Mov","Aug","pitfall","open",1,"shrub1",NA,NA,NA,90,0,0,0,10,100,14,"grass",TRUE,"","MovAugshrub1",1,0,0,1,NA
"MovAugshrub10","MovAugshrub10","Mov","Aug","pitfall","open",10,"shrub10",NA,NA,NA,75,0,0,0,25,100,19,"grass",TRUE,"cow dung","MovAugshrub10",9,0,0,1,NA
"MovAugshrub11","MovAugshrub11","Mov","Aug","pitfall","open",11,"shrub11",NA,NA,NA,70,0,0,0,30,100,10,"grass",TRUE,"","MovAugshrub11",78,0.30194418164702,0.163379355687048,2,0.435613373487432
"MovAugshrub12","MovAugshrub12","Mov","Aug","pitfall","open",12,"shrub12",NA,NA,NA,65,0,0,0,35,100,10,"grass",TRUE,"cow dung","MovAugshrub12",150,0,0,1,NA
"MovAugshrub2","MovAugshrub2","Mov","Aug","pitfall","open",2,"shrub2",NA,NA,NA,92,0,0,0,8,100,27,"grass",TRUE,"","MovAugshrub2",1,0,0,1,NA
"MovAugshrub3","MovAugshrub3","Mov","Aug","pitfall","open",3,"shrub3",NA,NA,NA,84,0,1,0,15,100,11,"grass",TRUE,"","MovAugshrub3",2,0,0,1,NA
"MovAugshrub4","MovAugshrub4","Mov","Aug","pitfall","open",4,"shrub4",NA,NA,NA,85,0,0,0,15,100,12,"grass",TRUE,"","MovAugshrub4",2,0,0,1,NA
"MovAugshrub5","MovAugshrub5","Mov","Aug","pitfall","open",5,"shrub5",NA,NA,NA,50,1,0,0,49,100,9,"grass",TRUE,"","MovAugshrub5",1,0,0,1,NA
"MovAugshrub6","MovAugshrub6","Mov","Aug","pitfall","open",6,"shrub6",NA,NA,NA,40,0,0,0,60,100,11,"grass",TRUE,"","MovAugshrub6",6,0,0,1,NA
"MovAugshrub7","MovAugshrub7","Mov","Aug","pitfall","open",7,"shrub7",NA,NA,NA,35,0,0,0,65,100,12,"grass",TRUE,"cow dung","MovAugshrub7",9,0,0,1,NA
"MovAugshrub8","MovAugshrub8","Mov","Aug","pitfall","open",8,"shrub8",NA,NA,NA,90,0,0,0,10,100,18,"grass",TRUE,"cow dung","MovAugshrub8",114,0,0,1,NA
"MovAugshrub9","MovAugshrub9","Mov","Aug","pitfall","open",9,"shrub9",NA,NA,NA,95,0,0,0,5,100,4,"grass",TRUE,"","MovAugshrub9",10,0,0,1,NA
"MovJulyopen10","MovJulyopen10","Mov","July","pitfall","open",22,"open10",NA,NA,NA,98,0,0,0,2,100,4,"grass",TRUE,"","MovJulyopen10",52,0,0,1,NA
"MovJulyopen11","MovJulyopen11","Mov","July","pitfall","open",23,"open11",NA,NA,NA,96,0,0,0,4,100,3,"grass",TRUE,"","MovJulyopen11",3,0,0,1,NA
"MovJulyopen12","MovJulyopen12","Mov","July","pitfall","open",24,"open12",NA,NA,NA,97,0,0,0,3,100,4,"herb",TRUE,"","MovJulyopen12",1,0,0,1,NA
"MovJulyopen2","MovJulyopen2","Mov","July","pitfall","open",14,"open2",NA,NA,NA,88,2,0,0,10,100,5,"herb",TRUE,"","MovJulyopen2",25,0,0,1,NA
"MovJulyopen3","MovJulyopen3","Mov","July","pitfall","open",15,"open3",NA,NA,NA,90,5,0,0,5,100,3,"herb",TRUE,"","MovJulyopen3",2,0,0,1,NA
"MovJulyopen4","MovJulyopen4","Mov","July","pitfall","open",16,"open4",NA,NA,NA,91,4,0,0,5,100,3,"grass",TRUE,"","MovJulyopen4",4,0.562335144618808,0.375,2,0.811278124459133
"MovJulyopen5","MovJulyopen5","Mov","July","pitfall","open",17,"open5",NA,NA,NA,92,4,0,0,4,100,2,"herb",TRUE,"","MovJulyopen5",17,0.223718076065834,0.110726643598616,2,0.322756958897398
"MovJulyopen6","MovJulyopen6","Mov","July","pitfall","open",18,"open6",NA,NA,NA,93,0,0,0,7,100,5,"herb",TRUE,"","MovJulyopen6",48,0.101264817566792,0.0407986111111112,2,0.146094250120136
"MovJulyopen7","MovJulyopen7","Mov","July","pitfall","open",19,"open7",NA,NA,NA,99,1,0,0,0,100,6,"grass",TRUE,"","MovJulyopen7",16,0.685314207276458,0.4921875,2,0.988699408288497
"MovJulyopen8","MovJulyopen8","Mov","July","pitfall","open",20,"open8",NA,NA,NA,97,1,0,0,2,100,4,"grass",TRUE,"","MovJulyopen8",1,0,0,1,NA
"MovJulyopen9","MovJulyopen9","Mov","July","pitfall","open",21,"open9",NA,NA,NA,95,0,0,0,5,100,11,"grass",TRUE,"","MovJulyopen9",1,0,0,1,NA
"MovJulyshrub1","MovJulyshrub1","Mov","July","pitfall","open",1,"shrub1",NA,NA,NA,80,0,0,0,20,100,13,"herb",TRUE,"","MovJulyshrub1",4,0,0,1,NA
"MovJulyshrub10","MovJulyshrub10","Mov","July","pitfall","open",10,"shrub10",NA,NA,NA,93,2,0,0,5,100,7,"herb",TRUE,"","MovJulyshrub10",75,0,0,1,NA
"MovJulyshrub11","MovJulyshrub11","Mov","July","pitfall","open",11,"shrub11",NA,NA,NA,90,0,0,0,10,100,9,"grass",TRUE,"","MovJulyshrub11",2,0,0,1,NA
"MovJulyshrub12","MovJulyshrub12","Mov","July","pitfall","open",12,"shrub12",NA,NA,NA,97,0,0,0,3,100,17,"grass",TRUE,"","MovJulyshrub12",1,0,0,1,NA
"MovJulyshrub2","MovJulyshrub2","Mov","July","pitfall","open",2,"shrub2",NA,NA,NA,50,0,0,0,50,100,16,"grass",TRUE,"","MovJulyshrub2",36,0.25306733187418,0.106481481481482,3,0.230351812449671
"MovJulyshrub3","MovJulyshrub3","Mov","July","pitfall","open",3,"shrub3",NA,NA,NA,96,2,0,0,2,100,12,"herb",TRUE,"","MovJulyshrub3",1,0,0,1,NA
"MovJulyshrub4","MovJulyshrub4","Mov","July","pitfall","open",4,"shrub4",NA,NA,NA,91,4,0,0,5,100,6,"grass",TRUE,"","MovJulyshrub4",14,0.257318640543832,0.13265306122449,2,0.371232326640876
"MovJulyshrub5","MovJulyshrub5","Mov","July","pitfall","open",5,"shrub5",NA,NA,NA,87,2,0,1,10,100,6,"grass",TRUE,"","MovJulyshrub5",11,0.585952618303551,0.396694214876033,2,0.845350936622436
"MovJulyshrub6","MovJulyshrub6","Mov","July","pitfall","open",6,"shrub6",NA,NA,NA,78,2,0,0,20,100,2,"herb",TRUE,"","MovJulyshrub6",3,0,0,1,NA
"MovJulyshrub7","MovJulyshrub7","Mov","July","pitfall","open",7,"shrub7",NA,NA,NA,85,5,0,0,10,100,7,"grass",TRUE,"","MovJulyshrub7",4,0.562335144618808,0.375,2,0.811278124459133
"MovJulyshrub8","MovJulyshrub8","Mov","July","pitfall","open",8,"shrub8",NA,NA,NA,90,0,0,0,10,100,4,"grass",TRUE,"","MovJulyshrub8",1,0,0,1,NA
"MovJulyshrub9","MovJulyshrub9","Mov","July","pitfall","open",9,"shrub9",NA,NA,NA,65,5,0,0,30,100,3,"grass",TRUE,"","MovJulyshrub9",2,0,0,1,NA
"MovSeptopen1","MovSeptopen1","Mov","Sept","pitfall","open",13,"open1",NA,NA,NA,15,0,0,0,85,100,7,"grass",TRUE,"","MovSeptopen1",87,0.248710926468971,0.109393579072533,3,0.22638644136276
"MovSeptopen10","MovSeptopen10","Mov","Sept","pitfall","open",22,"open10",NA,NA,NA,20,0,0,0,80,100,5,"grass",TRUE,"","MovSeptopen10",3,0,0,1,NA
"MovSeptopen11","MovSeptopen11","Mov","Sept","pitfall","open",23,"open11",NA,NA,NA,15,0,0,0,85,100,10,"grass",TRUE,"","MovSeptopen11",2,0,0,1,NA
"MovSeptopen12","MovSeptopen12","Mov","Sept","pitfall","open",24,"open12",NA,NA,NA,20,0,0,0,80,100,20,"grass",TRUE,"","MovSeptopen12",18,0,0,1,NA
"MovSeptopen2","MovSeptopen2","Mov","Sept","pitfall","open",14,"open2",NA,NA,NA,20,0,0,0,80,100,5,"grass",TRUE,"","MovSeptopen2",52,0.316548971609442,0.173816568047337,2,0.456683631539443
"MovSeptopen3","MovSeptopen3","Mov","Sept","pitfall","open",15,"open3",NA,NA,NA,95,0,0,0,5,100,22,"grass",TRUE,"","MovSeptopen3",64,0,0,1,NA
"MovSeptopen4","MovSeptopen4","Mov","Sept","pitfall","open",16,"open4",NA,NA,NA,84,0,0,1,15,100,10,"grass",TRUE,"","MovSeptopen4",1,0,0,1,NA
"MovSeptopen5","MovSeptopen5","Mov","Sept","pitfall","open",17,"open5",NA,NA,NA,85,0,0,0,15,100,14,"grass",TRUE,"","MovSeptopen5",28,0.408697725074314,0.196428571428571,3,0.372012701195792
"MovSeptopen6","MovSeptopen6","Mov","Sept","pitfall","open",18,"open6",NA,NA,NA,91,0,0,0,10,101,10,"grass",TRUE,"","MovSeptopen6",47,0.520354511445305,0.288818469895881,3,0.47364708806976
"MovSeptopen7","MovSeptopen7","Mov","Sept","pitfall","open",19,"open7",NA,NA,NA,15,0,0,0,85,100,10,"grass",TRUE,"","MovSeptopen7",119,0.508751434114471,0.275121813431255,3,0.46308551193365
"MovSeptopen8","MovSeptopen8","Mov","Sept","pitfall","open",20,"open8",NA,NA,NA,90,0,0,0,10,100,16,"grass",TRUE,"","MovSeptopen8",15,0.857174043642079,0.435555555555556,4,0.618320370970584
"MovSeptopen9","MovSeptopen9","Mov","Sept","pitfall","open",21,"open9",NA,NA,NA,60,0,0,0,40,100,6,"grass",TRUE,"","MovSeptopen9",3,0,0,1,NA
"MovSeptshrub1","MovSeptshrub1","Mov","Sept","pitfall","open",1,"shrub1",NA,NA,NA,44,0,1,0,55,100,14,"herb",TRUE,"","MovSeptshrub1",67,0.226145377493263,0.112274448652261,2,0.326258814629493
"MovSeptshrub11","MovSeptshrub11","Mov","Sept","pitfall","open",11,"shrub11",NA,NA,NA,50,0,0,0,50,100,10,"grass",TRUE,"","MovSeptshrub11",59,0.480305535349008,0.263142775064637,3,0.43719293904067
"MovSeptshrub12","MovSeptshrub12","Mov","Sept","pitfall","open",12,"shrub12",NA,NA,NA,50,0,0,0,50,100,6,"grass",TRUE,"","MovSeptshrub12",12,0.823959216501082,0.486111111111111,3,0.75
"MovSeptshrub2","MovSeptshrub2","Mov","Sept","pitfall","open",2,"shrub2",NA,NA,NA,30,0,0,1,69,100,3,"grass",TRUE,"","MovSeptshrub2",3,0.636514168294813,0.444444444444444,2,0.918295834054489
"MovSeptshrub3","MovSeptshrub3","Mov","Sept","pitfall","open",3,"shrub3",NA,NA,NA,60,8,1,1,30,100,10,"herb",TRUE,"","MovSeptshrub3",1,0,0,1,NA
"MovSeptshrub4","MovSeptshrub4","Mov","Sept","pitfall","open",4,"shrub4",NA,NA,NA,12,0,3,3,82,100,6,"grass",TRUE,"","MovSeptshrub4",3,0,0,1,NA
"MovSeptshrub5","MovSeptshrub5","Mov","Sept","pitfall","open",5,"shrub5",NA,NA,NA,10,0,1,0,89,100,11,"grass",TRUE,"","MovSeptshrub5",18,0,0,1,NA
"MovSeptshrub6","MovSeptshrub6","Mov","Sept","pitfall","open",6,"shrub6",NA,NA,NA,38,0,0,1,61,100,10,"herb",TRUE,"","MovSeptshrub6",4,1.03972077083992,0.625,3,0.946394630357186
"MovSeptshrub9","MovSeptshrub9","Mov","Sept","pitfall","open",9,"shrub9",NA,NA,NA,60,0,0,0,40,100,5,"herb",TRUE,"","MovSeptshrub9",52,0.351167893875684,0.145710059171598,4,0.253314089506936
"PaPlAugopen10","PaPlAugopen10","PaPl","Aug","pitfall","open",10,"open10",NA,NA,NA,60,0,0,10,30,100,16,"grass",TRUE,"","PaPlAugopen10",24,0.173205206749177,0.0798611111111109,2,0.249882292833185
"PaPlAugopen11","PaPlAugopen11","PaPl","Aug","pitfall","open",11,"open11",NA,NA,NA,77,0,0,20,3,100,22,"grass",TRUE,"","PaPlAugopen11",9,0.348832095843032,0.197530864197531,2,0.503258334775646
"PaPlAugopen12","PaPlAugopen12","PaPl","Aug","pitfall","open",12,"open12",NA,NA,NA,96,0,0,4,0,100,17,"grass",TRUE,"","PaPlAugopen12",23,0,0,1,NA
"PaPlAugopen2","PaPlAugopen2","PaPl","Aug","pitfall","open",2,"open2",NA,NA,NA,99,0,0,1,0,100,15,"grass",TRUE,"","PaPlAugopen2",2,0,0,1,NA
"PaPlAugopen3","PaPlAugopen3","PaPl","Aug","pitfall","open",3,"open3",NA,NA,NA,98,0,0,0,2,100,26,"grass",TRUE,"","PaPlAugopen3",5,0,0,1,NA
"PaPlAugopen6","PaPlAugopen6","PaPl","Aug","pitfall","open",6,"open6",NA,NA,NA,100,0,0,0,0,100,22,"grass",TRUE,"","PaPlAugopen6",1,0,0,1,NA
"PaPlAugopen7","PaPlAugopen7","PaPl","Aug","pitfall","open",7,"open7",NA,NA,NA,99,0,0,0,1,100,18,"grass",TRUE,"","PaPlAugopen7",12,0,0,1,NA
"PaPlAugopen9","PaPlAugopen9","PaPl","Aug","pitfall","open",9,"open9",NA,NA,NA,100,0,0,0,0,100,25,"grass",TRUE,"","PaPlAugopen9",9,0,0,1,NA
"PaPlAugshrub10","PaPlAugshrub10","PaPl","Aug","pitfall","shrub",10,"shrub10",350,260,115,95,0,5,0,0,100,36,"grass",TRUE,"","PaPlAugshrub10",34,0.428367632972956,0.21280276816609,3,0.389917022949272
"PaPlAugshrub11","PaPlAugshrub11","PaPl","Aug","pitfall","shrub",11,"shrub11",370,330,130,96,0,4,0,0,100,23,"grass",TRUE,"","PaPlAugshrub11",6,0,0,1,NA
"PaPlAugshrub12","PaPlAugshrub12","PaPl","Aug","pitfall","shrub",12,"shrub12",300,250,120,87,10,3,0,0,100,36,"grass",TRUE,"","PaPlAugshrub12",77,0,0,1,NA
"PaPlAugshrub2","PaPlAugshrub2","PaPl","Aug","pitfall","shrub",2,"shrub2",200,145,80,100,0,0,0,0,100,22,"grass",TRUE,"","PaPlAugshrub2",26,0.618977214201632,0.328402366863905,3,0.563417340754528
"PaPlAugshrub3","PaPlAugshrub3","PaPl","Aug","pitfall","shrub",3,"shrub3",290,270,140,100,0,0,0,0,100,44,"grass",TRUE,"","PaPlAugshrub3",16,0.562335144618808,0.375,2,0.811278124459133
"PaPlAugshrub5","PaPlAugshrub5","PaPl","Aug","pitfall","shrub",5,"shrub5",210,180,105,92,0,0,0,8,100,36,"grass",TRUE,"","PaPlAugshrub5",11,0,0,1,NA
"PaPlAugshrub6","PaPlAugshrub6","PaPl","Aug","pitfall","shrub",6,"shrub6",330,210,95,100,0,0,0,0,100,34,"grass",TRUE,"","PaPlAugshrub6",79,0.0678872387735005,0.0249959942316935,2,0.0979405827181741
"PaPlAugshrub7","PaPlAugshrub7","PaPl","Aug","pitfall","shrub",7,"shrub7",340,290,90,95,0,4,0,1,100,37,"grass",TRUE,"","PaPlAugshrub7",59,0,0,1,NA
"PaPlAugshrub9","PaPlAugshrub9","PaPl","Aug","pitfall","shrub",9,"shrub9",310,240,110,98,0,2,0,0,100,44,"grass",TRUE,"","PaPlAugshrub9",12,0,0,1,NA
"PaPlJulyopen1","PaPlJulyopen1","PaPl","July","pitfall","open",1,"open1",NA,NA,NA,85,0,0,0,15,100,5,"herd",TRUE,"","PaPlJulyopen1",1,0,0,1,NA
"PaPlJulyopen10","PaPlJulyopen10","PaPl","July","pitfall","open",10,"open10",NA,NA,NA,99,0,0,1,0,100,21,"grass",TRUE,"","PaPlJulyopen10",3,0.636514168294813,0.444444444444444,2,0.918295834054489
"PaPlJulyopen11","PaPlJulyopen11","PaPl","July","pitfall","open",11,"open11",NA,NA,NA,97,0,0,0,3,100,10,"grass",TRUE,"","PaPlJulyopen11",4,0,0,1,NA
"PaPlJulyopen12","PaPlJulyopen12","PaPl","July","pitfall","open",12,"open12",NA,NA,NA,99,0,0,1,0,100,16,"grass",TRUE,"","PaPlJulyopen12",1,0,0,1,NA
"PaPlJulyopen2","PaPlJulyopen2","PaPl","July","pitfall","open",2,"open2",NA,NA,NA,90,0,0,0,10,100,19,"grass",TRUE,"","PaPlJulyopen2",59,0.290209849386375,0.155127836828498,2,0.418684310526856
"PaPlJulyopen3","PaPlJulyopen3","PaPl","July","pitfall","open",3,"open3",NA,NA,NA,94,1,0,0,5,100,12,"grass",TRUE,"","PaPlJulyopen3",5,0.673011667009257,0.48,2,0.970950594454669
"PaPlJulyopen4","PaPlJulyopen4","PaPl","July","pitfall","open",4,"open4",NA,NA,NA,97,0,0,0,3,100,12,"grass",TRUE,"","PaPlJulyopen4",1904,0.060601829104625,0.0177495630605182,4,0.0437149791590215
"PaPlJulyopen5","PaPlJulyopen5","PaPl","July","pitfall","open",5,"open5",NA,NA,NA,100,0,0,0,0,100,16,"grass",TRUE,"","PaPlJulyopen5",13,0,0,1,NA
"PaPlJulyopen6","PaPlJulyopen6","PaPl","July","pitfall","open",6,"open6",NA,NA,NA,96,0,0,1,3,100,13,"grass",TRUE,"","PaPlJulyopen6",22,0,0,1,NA
"PaPlJulyopen8","PaPlJulyopen8","PaPl","July","pitfall","open",8,"open8",NA,NA,NA,98,0,0,1,1,100,9,"grass",TRUE,"","PaPlJulyopen8",11,0,0,1,NA
"PaPlJulyopen9","PaPlJulyopen9","PaPl","July","pitfall","open",9,"open9",NA,NA,NA,99,0,0,1,0,100,20,"grass",TRUE,"","PaPlJulyopen9",5,0.500402423538188,0.32,2,0.721928094887362
