"","Site","month","Method","Microsite","Rep","field.micro","shrub.x","shrub.y","shrub.z","dry.veg.percent","green.veg.percent","woody.debris.percent","rocks.percent","bare.ground.percent","sum_percent","veg..height","dominant.type","dried.","notes"
"490","Lok","Sept","pitfall","shrub",10,"",300,240,170,8,0,2,1,89,100,23,"grass",TRUE,""
"491","Lok","Sept","pitfall","shrub",11,"",260,220,130,100,0,0,0,0,100,32,"grass",TRUE,""
"492","Lok","Sept","pitfall","shrub",12,"",190,170,80,45,0,3,2,50,100,13,"grass",TRUE,""
"493","Lok","Sept","pitfall","open",1,"",NA,NA,NA,65,20,2,2,11,100,15,"herb",TRUE,""
"494","Lok","Sept","pitfall","open",2,"",NA,NA,NA,91,0,7,0,2,100,17,"grass",TRUE,""
"495","Lok","Sept","pitfall","open",3,"",NA,NA,NA,22,0,0,2,76,100,12,"grass",TRUE,""
"496","Lok","Sept","pitfall","open",4,"",NA,NA,NA,55,0,4,5,36,100,23,"grass",TRUE,""
"497","Lok","Sept","pitfall","open",5,"",NA,NA,NA,86,0,7,1,6,100,29,"herb",TRUE,""
"498","Lok","Sept","pitfall","open",6,"",NA,NA,NA,16,0,0,7,77,100,13,"grass",TRUE,""
"499","Lok","Sept","pitfall","open",7,"",NA,NA,NA,13,0,0,3,84,100,14,"herb",TRUE,""
"500","Lok","Sept","pitfall","open",8,"",NA,NA,NA,46,0,0,4,50,100,14,"herb",TRUE,""
"501","Lok","Sept","pitfall","open",9,"",NA,NA,NA,85,0,5,0,10,100,8,"herb",TRUE,""
"502","Lok","Sept","pitfall","open",10,"",NA,NA,NA,19,0,0,6,75,100,16,"grass",TRUE,""
"503","Lok","Sept","pitfall","open",11,"",NA,NA,NA,10,0,0,10,80,100,4,"grass",TRUE,""
"504","Lok","Sept","pitfall","open",12,"",NA,NA,NA,30,0,0,5,65,100,7,"grass",TRUE,""
"505","SemiT","Sept","pitfall","shrub",1,"",180,170,120,35,0,60,0,5,100,30,"grass",TRUE,""
"506","SemiT","Sept","pitfall","shrub",2,"",170,140,100,78,0,2,0,20,100,26,"grass",TRUE,""
"507","SemiT","Sept","pitfall","shrub",3,"",220,160,100,97,0,2,0,1,100,37,"grass",TRUE,""
"508","SemiT","Sept","pitfall","shrub",4,"",200,180,130,5,0,0,0,95,100,15,"grass",TRUE,""
"509","SemiT","Sept","pitfall","shrub",5,"",210,200,120,23,0,0,0,77,100,22,"grass",TRUE,""
"510","SemiT","Sept","pitfall","shrub",6,"",230,220,140,65,0,8,0,27,100,24,"grass",TRUE,""
"511","SemiT","Sept","pitfall","shrub",7,"",140,140,100,5,0,0,0,95,100,10,"grass",TRUE,""
"512","SemiT","Sept","pitfall","shrub",8,"",120,100,80,45,0,1,0,54,100,28,"grass",TRUE,""
"513","SemiT","Sept","pitfall","shrub",9,"",250,220,130,90,0,0,0,10,100,24,"grass",TRUE,""
"514","SemiT","Sept","pitfall","shrub",10,"",230,200,120,80,0,0,0,20,100,15,"grass",TRUE,""
"515","SemiT","Sept","pitfall","shrub",11,"",220,180,110,25,0,1,0,74,100,14,"grass",TRUE,""
"516","SemiT","Sept","pitfall","shrub",12,"",160,150,110,20,0,0,0,80,100,11,"grass",TRUE,""
"517","SemiT","Sept","pitfall","open",1,"",NA,NA,NA,45,0,0,0,55,100,26,"herb",TRUE,""
"518","SemiT","Sept","pitfall","open",2,"",NA,NA,NA,99,0,0,0,1,100,25,"grass",TRUE,""
"519","SemiT","Sept","pitfall","open",3,"",NA,NA,NA,98,0,0,0,2,100,19,"herb",TRUE,""
"520","SemiT","Sept","pitfall","open",4,"",NA,NA,NA,6,0,0,0,94,100,5,"herb",TRUE,""
"521","SemiT","Sept","pitfall","open",5,"",NA,NA,NA,7,0,1,0,92,100,4,"herb",TRUE,""
"522","SemiT","Sept","pitfall","open",6,"",NA,NA,NA,72,0,3,0,25,100,16,"herb",TRUE,""
"523","SemiT","Sept","pitfall","open",7,"",NA,NA,NA,98,0,0,0,2,100,29,"herb",TRUE,""
"524","SemiT","Sept","pitfall","open",8,"",NA,NA,NA,97,0,2,0,1,100,15,"herb",TRUE,""
"525","SemiT","Sept","pitfall","open",9,"",NA,NA,NA,96,0,2,0,2,100,37,"grass",TRUE,""
"526","SemiT","Sept","pitfall","open",10,"",NA,NA,NA,50,0,0,0,50,100,8,"herb",TRUE,""
"527","SemiT","Sept","pitfall","open",11,"",NA,NA,NA,100,0,0,0,0,100,30,"grass",TRUE,""
"528","SemiT","Sept","pitfall","open",12,"",NA,NA,NA,85,0,0,0,15,100,10,"herb",TRUE,""
"529","Coal","Sept","pitfall","open",1,"shrub1",NA,NA,NA,96,2,0,2,0,100,8,"grass",TRUE,""
"530","Coal","Sept","pitfall","open",2,"shrub2",NA,NA,NA,94,1,0,0,5,100,9,"grass",TRUE,""
"531","Coal","Sept","pitfall","open",3,"shrub3",NA,NA,NA,99,0,1,0,0,100,13,"grass",TRUE,""
"532","Coal","Sept","pitfall","open",4,"shrub4",NA,NA,NA,95,5,0,0,0,100,11,"grass",TRUE,""
"533","Coal","Sept","pitfall","open",5,"shrub5",NA,NA,NA,95,0,0,0,5,100,13,"grass",TRUE,""
"534","Coal","Sept","pitfall","open",6,"shrub6",NA,NA,NA,90,5,0,0,5,100,15,"grass",TRUE,""
"535","Coal","Sept","pitfall","open",7,"shrub7",NA,NA,NA,95,0,0,0,5,100,10,"grass",TRUE,""
"536","Coal","Sept","pitfall","open",8,"shrub8",NA,NA,NA,85,5,0,0,10,100,18,"grass",TRUE,""
"537","Coal","Sept","pitfall","open",9,"shrub9",NA,NA,NA,70,5,0,10,15,100,5,"grass",TRUE,"cow dung"
"538","Coal","Sept","pitfall","open",10,"shrub10",NA,NA,NA,70,5,0,10,15,100,9,"grass",TRUE,""
"539","Coal","Sept","pitfall","open",11,"shrub11",NA,NA,NA,80,10,0,5,5,100,11,"grass",TRUE,""
"540","Coal","Sept","pitfall","open",12,"shrub12",NA,NA,NA,96,0,0,2,2,100,8,"grass",TRUE,""
"541","Coal","Sept","pitfall","open",13,"open1",NA,NA,NA,90,0,0,0,10,100,21,"grass",TRUE,""
"542","Coal","Sept","pitfall","open",14,"open2",NA,NA,NA,96,2,2,0,0,100,12,"grass",TRUE,""
"543","Coal","Sept","pitfall","open",15,"open3",NA,NA,NA,97,0,1,0,2,100,8,"grass",TRUE,""
"544","Coal","Sept","pitfall","open",16,"open4",NA,NA,NA,100,0,0,0,0,100,15,"grass",TRUE,""
"545","Coal","Sept","pitfall","open",17,"open5",NA,NA,NA,98,0,0,0,2,100,17,"grass",TRUE,"cow dung"
"546","Coal","Sept","pitfall","open",18,"open6",NA,NA,NA,98,2,0,0,0,100,20,"grass",TRUE,""
"547","Coal","Sept","pitfall","open",19,"open7",NA,NA,NA,93,2,0,0,5,100,15,"grass",TRUE,"cow dung"
"548","Coal","Sept","pitfall","open",20,"open8",NA,NA,NA,99,1,0,0,0,100,24,"grass",TRUE,""
"549","Coal","Sept","pitfall","open",21,"open9",NA,NA,NA,88,5,0,2,5,100,11,"grass",TRUE,""
"550","Coal","Sept","pitfall","open",22,"open10",NA,NA,NA,80,10,0,5,5,100,12,"grass",TRUE,""
"551","Coal","Sept","pitfall","open",23,"open11",NA,NA,NA,96,0,2,2,0,100,4,"grass",TRUE,""
"552","Coal","Sept","pitfall","open",24,"open12",NA,NA,NA,70,15,0,0,15,100,17,"grass",TRUE,""
"553","Aven","Sept","pitfall","shrub",1,"",260,185,125,15,0,0,0,85,100,18,"grass",TRUE,""
"554","Aven","Sept","pitfall","shrub",2,"",165,130,130,85,0,0,0,15,100,28,"grass",TRUE,""
"555","Aven","Sept","pitfall","shrub",3,"",285,230,195,80,0,0,0,20,100,27,"grass",TRUE,""
"556","Aven","Sept","pitfall","shrub",4,"",335,280,165,10,0,0,0,90,100,6,"grass",TRUE,""
"557","Aven","Sept","pitfall","shrub",5,"",230,225,160,95,0,0,0,5,100,10,"grass",TRUE,""
"558","Aven","Sept","pitfall","shrub",6,"",210,210,130,95,0,0,0,5,100,35,"grass",TRUE,""
"559","Aven","Sept","pitfall","shrub",7,"",270,220,145,95,0,0,0,5,100,37,"grass",TRUE,""
"560","Aven","Sept","pitfall","shrub",8,"",265,210,155,90,0,0,0,10,100,30,"grass",TRUE,""
"561","Aven","Sept","pitfall","shrub",9,"",200,150,145,95,0,0,0,5,100,30,"grass",TRUE,""
"562","Aven","Sept","pitfall","shrub",10,"",225,135,125,100,0,0,0,0,100,50,"grass",TRUE,""
"563","Aven","Sept","pitfall","shrub",11,"",260,180,135,100,0,0,0,0,100,33,"grass",TRUE,""
"564","Aven","Sept","pitfall","shrub",12,"",210,140,110,99,0,1,0,0,100,25,"grass",TRUE,""
"565","Aven","Sept","pitfall","open",1,"",NA,NA,NA,94,0,0,1,5,100,20,"grass",TRUE,""
"566","Aven","Sept","pitfall","open",2,"",NA,NA,NA,90,0,0,0,10,100,27,"grass",TRUE,""
"567","Aven","Sept","pitfall","open",3,"",NA,NA,NA,100,0,0,0,0,100,12,"grass",TRUE,""
"568","Aven","Sept","pitfall","open",4,"",NA,NA,NA,90,0,0,0,10,100,23,"grass",TRUE,""
"569","Aven","Sept","pitfall","open",5,"",NA,NA,NA,90,0,0,0,10,100,10,"grass",TRUE,""
"570","Aven","Sept","pitfall","open",6,"",NA,NA,NA,5,0,0,0,95,100,10,"grass",TRUE,""
"571","Aven","Sept","pitfall","open",7,"",NA,NA,NA,1,0,0,1,98,100,2,"grass",TRUE,""
"572","Aven","Sept","pitfall","open",8,"",NA,NA,NA,100,0,0,0,0,100,40,"grass",TRUE,""
"573","Aven","Sept","pitfall","open",9,"",NA,NA,NA,95,0,0,0,5,100,25,"grass",TRUE,""
"574","Aven","Sept","pitfall","open",10,"",NA,NA,NA,5,0,0,5,90,100,5,"grass",TRUE,""
"575","Aven","Sept","pitfall","open",11,"",NA,NA,NA,100,0,0,0,0,100,35,"grass",TRUE,""
"576","Aven","Sept","pitfall","open",12,"",NA,NA,NA,95,0,0,0,5,100,21,"grass",TRUE,""
"577","SiCr","Sept","pitfall","shrub",1,"",330,290,150,98,0,0,0,2,100,34,"grass",TRUE,""
"578","SiCr","Sept","pitfall","shrub",2,"",250,210,150,40,0,0,0,60,100,22,"grass",TRUE,""
"579","SiCr","Sept","pitfall","shrub",3,"",220,190,140,100,0,0,0,0,100,30,"grass",TRUE,""
"580","SiCr","Sept","pitfall","shrub",4,"",230,200,140,100,0,0,0,0,100,30,"grass",TRUE,""
"581","SiCr","Sept","pitfall","shrub",5,"",220,210,150,98,0,0,0,2,100,42,"grass",TRUE,""
"582","SiCr","Sept","pitfall","shrub",6,"",370,320,190,100,0,0,0,0,100,25,"grass",TRUE,""
"583","SiCr","Sept","pitfall","shrub",7,"",170,150,120,90,0,0,0,10,100,14,"grass",TRUE,""
"584","SiCr","Sept","pitfall","shrub",8,"",220,210,160,100,0,0,0,0,100,10,"grass",TRUE,""
"585","SiCr","Sept","pitfall","shrub",9,"",360,340,200,5,0,2,0,93,100,0,"herb",TRUE,""
"586","SiCr","Sept","pitfall","shrub",10,"",410,370,180,40,0,0,0,60,100,15,"grass",TRUE,""
"587","SiCr","Sept","pitfall","shrub",11,"",570,550,250,30,0,0,0,70,100,21,"grass",TRUE,""
"588","SiCr","Sept","pitfall","shrub",12,"",270,270,160,2,2,0,1,95,100,6,"grass",TRUE,""
"589","SiCr","Sept","pitfall","open",1,"",NA,NA,NA,20,0,0,1,79,100,10,"grass",TRUE,""
"590","SiCr","Sept","pitfall","open",2,"",NA,NA,NA,10,0,0,3,87,100,2,"grass",TRUE,""
"591","SiCr","Sept","pitfall","open",3,"",NA,NA,NA,40,0,0,0,60,100,5,"grass",TRUE,""
"592","SiCr","Sept","pitfall","open",4,"",NA,NA,NA,100,0,0,0,0,100,15,"grass",TRUE,""
"593","SiCr","Sept","pitfall","open",5,"",NA,NA,NA,100,0,0,0,0,100,33,"grass",TRUE,""
"594","SiCr","Sept","pitfall","open",6,"",NA,NA,NA,2,0,0,3,95,100,2,"grass",TRUE,""
"595","SiCr","Sept","pitfall","open",7,"",NA,NA,NA,93,0,0,2,5,100,27,"grass",TRUE,""
"596","SiCr","Sept","pitfall","open",8,"",NA,NA,NA,88,0,0,2,10,100,4,"grass",TRUE,""
"597","SiCr","Sept","pitfall","open",9,"",NA,NA,NA,95,0,0,0,5,100,16,"grass",TRUE,""
"598","SiCr","Sept","pitfall","open",10,"",NA,NA,NA,10,0,0,0,90,100,7,"grass",TRUE,""
"599","SiCr","Sept","pitfall","open",11,"",NA,NA,NA,100,0,0,0,0,100,32,"grass",TRUE,""
"600","SiCr","Sept","pitfall","open",12,"",NA,NA,NA,98,0,0,0,2,100,16,"grass",TRUE,""
"601","PaPl","Sept","pitfall","shrub",1,"",290,200,130,96,2,1,1,0,100,50,"grass",TRUE,""
"602","PaPl","Sept","pitfall","shrub",2,"",250,180,110,100,0,0,0,0,100,56,"grass",TRUE,""
"603","PaPl","Sept","pitfall","shrub",3,"",250,170,140,90,0,0,0,10,100,32,"grass",TRUE,""
"604","PaPl","Sept","pitfall","shrub",4,"",200,190,140,100,0,0,0,0,100,38,"grass",TRUE,""
"605","PaPl","Sept","pitfall","shrub",5,"",260,220,130,100,0,0,0,0,100,33,"grass",TRUE,""
"606","PaPl","Sept","pitfall","shrub",6,"",300,240,130,95,0,0,0,5,100,30,"grass",TRUE,""
"607","PaPl","Sept","pitfall","shrub",7,"",200,200,140,95,0,0,0,5,100,20,"grass",TRUE,""
"608","PaPl","Sept","pitfall","shrub",8,"",320,150,110,95,2,0,0,3,100,46,"grass",TRUE,""
"609","PaPl","Sept","pitfall","shrub",9,"",400,260,160,95,0,0,0,5,100,32,"grass",TRUE,"inactive borrow"
"610","PaPl","Sept","pitfall","shrub",10,"",380,300,120,97,0,1,0,2,100,19,"grass",TRUE,""
"611","PaPl","Sept","pitfall","shrub",11,"",270,220,150,99,0,1,0,0,100,30,"grass",TRUE,""
"612","PaPl","Sept","pitfall","shrub",12,"",330,200,140,98,0,0,1,1,100,30,"grass",TRUE,""
"613","PaPl","Sept","pitfall","open",1,"",NA,NA,NA,90,0,0,0,10,100,18,"grass",TRUE,""
"614","PaPl","Sept","pitfall","open",2,"",NA,NA,NA,95,0,0,0,5,100,30,"grass",TRUE,""
"615","PaPl","Sept","pitfall","open",3,"",NA,NA,NA,95,0,0,0,5,100,42,"grass",TRUE,""
"616","PaPl","Sept","pitfall","open",4,"",NA,NA,NA,90,0,0,0,10,100,15,"grass",TRUE,""
"617","PaPl","Sept","pitfall","open",5,"",NA,NA,NA,80,0,0,0,20,100,22,"grass",TRUE,""
"618","PaPl","Sept","pitfall","open",6,"",NA,NA,NA,90,0,0,0,10,100,15,"grass",TRUE,""
"619","PaPl","Sept","pitfall","open",7,"",NA,NA,NA,64,0,0,1,35,100,16,"herb",TRUE,""
"620","PaPl","Sept","pitfall","open",8,"",NA,NA,NA,80,0,0,0,20,100,20,"grass",TRUE,""
"621","PaPl","Sept","pitfall","open",9,"",NA,NA,NA,58,0,0,4,38,100,7,"grass",TRUE,""
"622","PaPl","Sept","pitfall","open",10,"",NA,NA,NA,10,0,0,4,86,100,4,"grass",TRUE,""
"623","PaPl","Sept","pitfall","open",11,"",NA,NA,NA,48,2,0,1,49,100,5,"herb",TRUE,""
"624","PaPl","Sept","pitfall","open",12,"",NA,NA,NA,1,0,1,2,96,100,2,"herb",TRUE,""
"625","Mov","Sept","pitfall","open",1,"shrub1",NA,NA,NA,44,0,1,0,55,100,14,"herb",TRUE,""
"626","Mov","Sept","pitfall","open",2,"shrub2",NA,NA,NA,30,0,0,1,69,100,3,"grass",TRUE,""
"627","Mov","Sept","pitfall","open",3,"shrub3",NA,NA,NA,60,8,1,1,30,100,10,"herb",TRUE,""
"628","Mov","Sept","pitfall","open",4,"shrub4",NA,NA,NA,12,0,3,3,82,100,6,"grass",TRUE,""
"629","Mov","Sept","pitfall","open",5,"shrub5",NA,NA,NA,10,0,1,0,89,100,11,"grass",TRUE,""
"630","Mov","Sept","pitfall","open",6,"shrub6",NA,NA,NA,38,0,0,1,61,100,10,"herb",TRUE,""
"631","Mov","Sept","pitfall","open",7,"shrub7",NA,NA,NA,15,0,0,0,85,100,12,"grass",TRUE,""
"632","Mov","Sept","pitfall","open",8,"shrub8",NA,NA,NA,14,1,5,0,80,100,6,"grass",TRUE,""
"633","Mov","Sept","pitfall","open",9,"shrub9",NA,NA,NA,60,0,0,0,40,100,5,"herb",TRUE,""
"634","Mov","Sept","pitfall","open",10,"shrub10",NA,NA,NA,30,0,0,0,70,100,4,"grass",TRUE,""
"635","Mov","Sept","pitfall","open",11,"shrub11",NA,NA,NA,50,0,0,0,50,100,10,"grass",TRUE,""
"636","Mov","Sept","pitfall","open",12,"shrub12",NA,NA,NA,50,0,0,0,50,100,6,"grass",TRUE,""
"637","Mov","Sept","pitfall","open",13,"open1",NA,NA,NA,15,0,0,0,85,100,7,"grass",TRUE,""
"638","Mov","Sept","pitfall","open",14,"open2",NA,NA,NA,20,0,0,0,80,100,5,"grass",TRUE,""
"639","Mov","Sept","pitfall","open",15,"open3",NA,NA,NA,95,0,0,0,5,100,22,"grass",TRUE,""
"640","Mov","Sept","pitfall","open",16,"open4",NA,NA,NA,84,0,0,1,15,100,10,"grass",TRUE,""
"641","Mov","Sept","pitfall","open",17,"open5",NA,NA,NA,85,0,0,0,15,100,14,"grass",TRUE,""
"642","Mov","Sept","pitfall","open",18,"open6",NA,NA,NA,91,0,0,0,10,101,10,"grass",TRUE,""
"643","Mov","Sept","pitfall","open",19,"open7",NA,NA,NA,15,0,0,0,85,100,10,"grass",TRUE,""
"644","Mov","Sept","pitfall","open",20,"open8",NA,NA,NA,90,0,0,0,10,100,16,"grass",TRUE,""
"645","Mov","Sept","pitfall","open",21,"open9",NA,NA,NA,60,0,0,0,40,100,6,"grass",TRUE,""
"646","Mov","Sept","pitfall","open",22,"open10",NA,NA,NA,20,0,0,0,80,100,5,"grass",TRUE,""
"647","Mov","Sept","pitfall","open",23,"open11",NA,NA,NA,15,0,0,0,85,100,10,"grass",TRUE,""
"648","Mov","Sept","pitfall","open",24,"open12",NA,NA,NA,20,0,0,0,80,100,20,"grass",TRUE,""
