Site,month,Method,Microsite,Rep,field micro,shrub.x,shrub.y,shrub.z,dry.veg.percent,green.veg.percent,woody.debris.percent,rocks.percent,bare.ground.percent,sum_percent,veg. height,dominant type,dried?,notes
SiCr,Sept,pitfall,open,6,,,,,2,0,0,3,95,100,2,grass,TRUE,
SiCr,Sept,pitfall,open,7,,,,,93,0,0,2,5,100,27,grass,TRUE,
SiCr,Sept,pitfall,open,8,,,,,88,0,0,2,10,100,4,grass,TRUE,
SiCr,Sept,pitfall,open,9,,,,,95,0,0,0,5,100,16,grass,TRUE,
SiCr,Sept,pitfall,open,10,,,,,10,0,0,0,90,100,7,grass,TRUE,
SiCr,Sept,pitfall,open,11,,,,,100,0,0,0,0,100,32,grass,TRUE,
SiCr,Sept,pitfall,open,12,,,,,98,0,0,0,2,100,16,grass,TRUE,
PaPl,Sept,pitfall,shrub,1,,290,200,130,96,2,1,1,0,100,50,grass,TRUE,
PaPl,Sept,pitfall,shrub,2,,250,180,110,100,0,0,0,0,100,56,grass,TRUE,
PaPl,Sept,pitfall,shrub,3,,250,170,140,90,0,0,0,10,100,32,grass,TRUE,
PaPl,Sept,pitfall,shrub,4,,200,190,140,100,0,0,0,0,100,38,grass,TRUE,
PaPl,Sept,pitfall,shrub,5,,260,220,130,100,0,0,0,0,100,33,grass,TRUE,
PaPl,Sept,pitfall,shrub,6,,300,240,130,95,0,0,0,5,100,30,grass,TRUE,
PaPl,Sept,pitfall,shrub,7,,200,200,140,95,0,0,0,5,100,20,grass,TRUE,
PaPl,Sept,pitfall,shrub,8,,320,150,110,95,2,0,0,3,100,46,grass,TRUE,
PaPl,Sept,pitfall,shrub,9,,400,260,160,95,0,0,0,5,100,32,grass,TRUE,inactive borrow
PaPl,Sept,pitfall,shrub,10,,380,300,120,97,0,1,0,2,100,19,grass,TRUE,
PaPl,Sept,pitfall,shrub,11,,270,220,150,99,0,1,0,0,100,30,grass,TRUE,
PaPl,Sept,pitfall,shrub,12,,330,200,140,98,0,0,1,1,100,30,grass,TRUE,
PaPl,Sept,pitfall,open,1,,,,,90,0,0,0,10,100,18,grass,TRUE,
PaPl,Sept,pitfall,open,2,,,,,95,0,0,0,5,100,30,grass,TRUE,
PaPl,Sept,pitfall,open,3,,,,,95,0,0,0,5,100,42,grass,TRUE,
PaPl,Sept,pitfall,open,4,,,,,90,0,0,0,10,100,15,grass,TRUE,
PaPl,Sept,pitfall,open,5,,,,,80,0,0,0,20,100,22,grass,TRUE,
PaPl,Sept,pitfall,open,6,,,,,90,0,0,0,10,100,15,grass,TRUE,
PaPl,Sept,pitfall,open,7,,,,,64,0,0,1,35,100,16,herb,TRUE,
PaPl,Sept,pitfall,open,8,,,,,80,0,0,0,20,100,20,grass,TRUE,
PaPl,Sept,pitfall,open,9,,,,,58,0,0,4,38,100,7,grass,TRUE,
PaPl,Sept,pitfall,open,10,,,,,10,0,0,4,86,100,4,grass,TRUE,
PaPl,Sept,pitfall,open,11,,,,,48,2,0,1,49,100,5,herb,TRUE,
PaPl,Sept,pitfall,open,12,,,,,1,0,1,2,96,100,2,herb,TRUE,
Mov,Sept,pitfall,open,1,shrub1,,,,44,0,1,0,55,100,14,herb,TRUE,
Mov,Sept,pitfall,open,2,shrub2,,,,30,0,0,1,69,100,3,grass,TRUE,
Mov,Sept,pitfall,open,3,shrub3,,,,60,8,1,1,30,100,10,herb,TRUE,
Mov,Sept,pitfall,open,4,shrub4,,,,12,0,3,3,82,100,6,grass,TRUE,
Mov,Sept,pitfall,open,5,shrub5,,,,10,0,1,0,89,100,11,grass,TRUE,
Mov,Sept,pitfall,open,6,shrub6,,,,38,0,0,1,61,100,10,herb,TRUE,
Mov,Sept,pitfall,open,7,shrub7,,,,15,0,0,0,85,100,12,grass,TRUE,
Mov,Sept,pitfall,open,8,shrub8,,,,14,1,5,0,80,100,6,grass,TRUE,
Mov,Sept,pitfall,open,9,shrub9,,,,60,0,0,0,40,100,5,herb,TRUE,
Mov,Sept,pitfall,open,10,shrub10,,,,30,0,0,0,70,100,4,grass,TRUE,
Mov,Sept,pitfall,open,11,shrub11,,,,50,0,0,0,50,100,10,grass,TRUE,
Mov,Sept,pitfall,open,12,shrub12,,,,50,0,0,0,50,100,6,grass,TRUE,
Mov,Sept,pitfall,open,13,open1,,,,15,0,0,0,85,100,7,grass,TRUE,
Mov,Sept,pitfall,open,14,open2,,,,20,0,0,0,80,100,5,grass,TRUE,
Mov,Sept,pitfall,open,15,open3,,,,95,0,0,0,5,100,22,grass,TRUE,
Mov,Sept,pitfall,open,16,open4,,,,84,0,0,1,15,100,10,grass,TRUE,
Mov,Sept,pitfall,open,17,open5,,,,85,0,0,0,15,100,14,grass,TRUE,
Mov,Sept,pitfall,open,18,open6,,,,91,0,0,0,10,101,10,grass,TRUE,
Mov,Sept,pitfall,open,19,open7,,,,15,0,0,0,85,100,10,grass,TRUE,
Mov,Sept,pitfall,open,20,open8,,,,90,0,0,0,10,100,16,grass,TRUE,
Mov,Sept,pitfall,open,21,open9,,,,60,0,0,0,40,100,6,grass,TRUE,
Mov,Sept,pitfall,open,22,open10,,,,20,0,0,0,80,100,5,grass,TRUE,
Mov,Sept,pitfall,open,23,open11,,,,15,0,0,0,85,100,10,grass,TRUE,
Mov,Sept,pitfall,open,24,open12,,,,20,0,0,0,80,100,20,grass,TRUE,
