,S_ID,sample?,site,month,day,microsite,rep,method,location,quantity,order,family,subfamily,,genus,species,highest.rtu,Size (mm),sex,
,,,CaS,July,13,open,2,PT,ET,4,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaS,July,13,open,2,PT,ET,1,Hymenoptera,Platygastridae,,,,,,,,
,,,CaS,July,13,open,2,PT,ET,1,Diptera,Phoridae,,,,,,,,
,,,CaS,July,13,open,2,PT,ET,7,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,open,2,PT,ET,4,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,CaS,July,13,open,2,PT,ET,1,Aranae,Gnaphosidae,,,Micaria,,,,,
,,,CaS,July,13,open,2,PT,ET,1,Aranae,Gnaphosidae,,,Drassylus,insularis,Drassylus insularis,,,
,,,CaS,July,13,open,2,PT,ET,1,Coleoptera,Tenebrionidae,,,Blapstinus,,,,,
541,,,CaS,July,13,shrub,2,PT,ET,1,Hemiptera,Alydidae,,,Tollius,setosus,Tollius setosus,,,
,,,CaS,July,13,shrub,2,PT,ET,1,Orthoptera,Rhapiophoridae,,,Ceuthophilus,californicus,Ceuthophilus californicus,,,
,,,CaS,July,13,shrub,2,PT,ET,3,Hemiptera,Rhyparochromidae,,,Emblethis,vicarius,Emblethis vicarius,,,
,,,CaS,July,13,shrub,2,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,shrub,2,PT,ET,21,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,CaS,July,13,shrub,2,PT,ET,2,Hymenoptera,Formicidae,,,Dorymyrmex ,insanus,Dorymyrmex insanus,,,
,,,CaS,July,13,shrub,2,PT,ET,1,Hymenoptera,Crabronidae,,Miscophini,,,,,,
,,,CaS,July,13,shrub,2,PT,ET,3,Coleoptera,Tenebrionidae,,reddish,,,,,,
,,,CaS,July,13,shrub,2,PT,ET,1,Coleoptera,Mycetophagidae,,,,,,,,
,,,CaS,July,13,shrub,2,PT,ET,3,Hemiptera,Cicadellidae,,,Osbornellus,,,,,
,,,CaS,July,13,shrub,2,PT,ET,1,Hymenoptera,Pompilidae,,,,,,,,
,,,CaS,July,13,shrub,2,PT,ET,1,Diptera,Dolichopodidae,,,,,,,,
,,,CaS,July,13,shrub,2,PT,ET,1,Hymenoptera,Platygastridae,,,,,,,,
,,,CaS,July,13,shrub,2,PT,ET,1,Acari,,,,,,,,,
,,,CaS,July,13,shrub,2,PT,ET,4,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,CaS,July,13,shrub,2,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,"gosaga, but immatre",,,,
546,,,CaS,July,13,open,3,PT,ET,1,Blattodea,,,,,,,,,
,,,CaS,July,13,open,3,PT,ET,6,Coleoptera,Tenebrionidae,reddish,,,,,,,
,,,CaS,July,13,open,3,PT,ET,3,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaS,July,13,open,3,PT,ET,3,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,open,3,PT,ET,4,Hymenoptera,Formicidae,,,Dorymyrmex ,insanus,Dorymyrmex insanus,,,
,,,CaS,July,13,open,3,PT,ET,1,Hymenoptera,Formicidae,,,Messor,pergandei,Messor pergandei,,,
,,,CaS,July,13,open,3,PT,ET,1,Hemiptera,Cicadellidae,short wing,,,,,,,
,,,CaS,July,13,open,3,PT,ET,1,Diptera,Phoridae,,,,,,,,
,,,CaS,July,13,open,3,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,CaS,July,13,open,3,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,,CaS,July,13,open,3,PT,ET,1,Coleoptera,Staphylinidae,,,Astenus,,,,,
535,,,CaS,July,13,shrub,3,PT,ET,3,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,shrub,3,PT,ET,5,Hymenoptera,Formicidae,,,Dorymyrmex ,insanus,Dorymyrmex insanus,,,
,,,CaS,July,13,shrub,3,PT,ET,17,Hymenoptera,Formicidae,,,Messor,pergandei,Messor pergandei,,,
,,,CaS,July,13,shrub,3,PT,ET,104,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,CaS,July,13,shrub,3,PT,ET,1,Coleoptera,Tenebrionidae,,,Blapstinus?,,,,,
,,,CaS,July,13,shrub,3,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhea,stercorea,Typhea stercorea,,,
,,,CaS,July,13,shrub,3,PT,ET,1,Coleoptera,Carabidae,,,,,,,,
,,,CaS,July,13,shrub,3,PT,ET,3,Hemiptera,Rhyparochromidae,,,Emblethis,vicarius,Emblethis vicarius,,,
,,,CaS,July,13,shrub,3,PT,ET,1,Hemiptera,Alydidae,,,Tollius,setosus,Tollius setosus,,,
,,,CaS,July,13,shrub,3,PT,ET,3,Hemiptera,Cicadellidae,,,Osbornellus,,,,,
,,,CaS,July,13,shrub,3,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,CaS,July,13,shrub,3,PT,ET,1,Aranae,Gnaphosidae,,,"comb, immaure",,,,,
547,,,CaS,July,13,shrub,4,PT,ET,17,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,shrub,4,PT,ET,19,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,CaS,July,13,shrub,4,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhea,stercorea,Typhea stercorea,,,
,,,CaS,July,13,shrub,4,PT,ET,1,Blattodea,,,,Arenivega,,,,,
,,,CaS,July,13,shrub,4,PT,ET,3,Hymenoptera,Formicidae,,,Messor,pergandei,Messor pergandei,,,
,,,CaS,July,13,shrub,4,PT,ET,2,Hemiptera,Rhyparochromidae,,,Emblethis,vicarius,Emblethis vicarius,,,
,,,CaS,July,13,shrub,4,PT,ET,1,Hymenoptera,Bethylidae,,,,,,,,
,,,CaS,July,13,shrub,4,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex ,insanus,Dorymyrmex insanus,,,
,,,CaS,July,13,shrub,4,PT,ET,1,Coleoptera,Carabidae,,,,,,,,
,,,CaS,July,13,shrub,4,PT,ET,1,Coleoptera,Tenebrionidae,big and rectangular,,,,,,,
,,,CaS,July,13,shrub,4,PT,ET,1,Coleoptera,Tenebrionidae,cool and ridgey,,,,,,,
,,,CaS,July,13,shrub,4,PT,ET,1,Diptera,Dolichop,,,,,,,,
,,,CaS,July,13,shrub,4,PT,ET,1,Aranae,Gnaphosidae,,,Drassylus,insularis,Drassylus insularis,,,
,,,CaS,July,13,shrub,4,PT,ET,1,Hemiptera,Cicadellidae,,,Osbornellus,,,,,
,,,CaS,July,13,shrub,4,PT,ET,1,Hemiptera,Cicadellidae,"shorting wing, 2 spots",,,,,,,
,,,CaS,July,13,shrub,4,PT,ET,1,Aranae,Gnaphosidae,,,"no comb, immature",,,,,
,,,CaS,July,13,shrub,4,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,,CaS,July,13,open,4,PT,ET,45,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,open,4,PT,ET,3,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaS,July,13,open,4,PT,ET,3,Hymenoptera,Formicidae,,,Dorymyrmex ,insanus,Dorymyrmex insanus,,,
,,,CaS,July,13,open,4,PT,ET,3,Hymenoptera,Platygastridae,Scelioninae,,,,,,,
,,,CaS,July,13,open,4,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,CaS,July,13,open,4,PT,ET,1,Hemiptera,Cicadellidae,,,,,,3,,
545,,,CaS,July,13,open,5,PT,ET,2,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaS,July,13,open,5,PT,ET,1,Orthoptera,Rhapiophoridae,,,Ceuthophilus,californicus,Ceuthophilus californicus,,,
,,,CaS,July,13,open,5,PT,ET,35,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,,,CaS,July,13,open,5,PT,ET,6,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,open,5,PT,ET,1,Hymenoptera,Formicidae,,,alate,,,,,
,,,CaS,July,13,open,5,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaS,July,13,open,5,PT,ET,1,Hemiptera,Cicadellidae,short wings,,,,,,,
,,,CaS,July,13,open,5,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,immautre,,,,
,,,CaS,July,13,open,5,PT,ET,1,Aranae,Gnaphosidae,,,Drassylus,insularis,Drassylus insularis,,,
,,,CaS,July,13,open,5,PT,ET,1,Hymenoptera,Platygastridae,,,,,,,,
548,,,CaS,July,13,shrub,5,PT,ET-15,,,,,,,,,,,
550,,,CaS,July,13,open,6,PT,ET,15,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,open,6,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaS,July,13,open,6,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,CaS,July,13,open,6,PT,ET,1,Scorpiones,,,,,,,,,
544,,,CaS,July,13,shrub,6,PT,ET,4,Hemiptera,Rhyparochromidae,,,Emblethis,vicarius,Emblethis vicarius,,,
,,,CaS,July,13,shrub,6,PT,ET,1,Blattodea,,,,Arenivega,,,,,
,,,CaS,July,13,shrub,6,PT,ET,2,Hymenoptera,Formicidae,,,Dorymyrmex ,insanus,Dorymyrmex insanus,,,
,,,CaS,July,13,shrub,6,PT,ET,31,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,one alate,,
,,,CaS,July,13,shrub,6,PT,ET,4,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,one alate,,
,,,CaS,July,13,shrub,6,PT,ET,1,Coleoptera,Tenebrionidae,like ET,,,,,,,
538,,,CaS,July,13,open,7,PT,ET,1,Aranae,Theriidae,,,Latrodectrus,hesperus,Latrodectrus hesperus,,,
,,,CaS,July,13,open,7,PT,ET,1,Aranae,Salticidae,,,,,,,,
,,,CaS,July,13,open,7,PT,ET,1,Diptera,Sarcophagidae,,,,,,,,
,,,CaS,July,13,open,7,PT,ET,1,Lepidoptera,moth,,,,,,,,
,,,CaS,July,13,open,7,PT,ET,3,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
536,,,CaS,July,13,shrub,7,PT,ET,33,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,CaS,July,13,shrub,7,PT,ET,57,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,shrub,7,PT,ET,1,Hymenoptera,Formicidae,,,Messor ,andrei,Messor andrei,,,
,,,CaS,July,13,shrub,7,PT,ET,1,Diptera,Dolichopodidae,,,,,,,,
,,,CaS,July,13,shrub,7,PT,ET,2,Coleoptera,Tenebrionidae,reddish,,,,,,,
,,,CaS,July,13,shrub,7,PT,ET,1,Blattodea,,,,Arenivega,,,,,
,,,CaS,July,13,shrub,7,PT,ET,1,Blattodea,,,,,,,,,
,,,CaS,July,13,shrub,7,PT,ET,2,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,CaS,July,13,shrub,7,PT,ET,2,Aranae,Gnaphosidae,,,Callilepus,,,,,
551,,,CaS,July,13,open,8,PT,ET,1,Blattodea,,,,Arenivega,,,,,
,,,CaS,July,13,open,8,PT,ET,1,Soliguae,,,,,,,,,
,,,CaS,July,13,open,8,PT,ET,1,Coleoptera,Carabidae,,,,,,,,
,,,CaS,July,13,open,8,PT,ET,2,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaS,July,13,open,8,PT,ET,10,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,open,8,PT,ET,3,Hymenoptera,Formicidae,,,Forelius,pruinosis,Forelius pruinosus,,,
,,,CaS,July,13,open,8,PT,ET,2,Hymenoptera,Platygastridae,,,,,,,,
549,,,CaS,July,13,shrub,8,PT,ET,3,Coleoptera,Tenebrionidae,,,Auchmobius?,,,,,
,,,CaS,July,13,shrub,8,PT,ET,1,Hymenoptera,Bethylidae?,new to me,,,,,,,
,,,CaS,July,13,shrub,8,PT,ET,1,Lepidoptera,,,,,,,,,
,,,CaS,July,13,shrub,8,PT,ET,2,Coleoptera,Tenebrionidae,reddish,,,,,,,
,,,CaS,July,13,shrub,8,PT,ET,1,Coleoptera,Carabidae,,,,,,,,
,,,CaS,July,13,shrub,8,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex ,insanus,Dorymyrmex insanus,,,
,,,CaS,July,13,shrub,8,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecosystus,,Myrmecocystus,,,
,,,CaS,July,13,shrub,8,PT,ET,1,Hymenoptera,Crabronidae,,,,,,,,
,,,CaS,July,13,shrub,8,PT,ET,1,Diptera,Therevidae,,,Arenigena?,,,,,
,,,CaS,July,13,shrub,8,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,,,CaS,July,13,shrub,8,PT,ET,2,Hymenoptera,Pompilidae,,,,,,,,
,,,CaS,July,13,shrub,8,PT,ET,1,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,CaS,July,13,shrub,8,PT,ET,1,Hymenoptera,Mutillidae,,,tiny,,,,,
,,,CaS,July,13,shrub,8,PT,ET,1,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,CaS,July,13,shrub,8,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
534,,,CaS,July,13,open,9,PT,ET,1,Solfugidae,,,,,,,,,
,,,CaS,July,13,open,9,PT,ET,2,Coleoptera,Tenebrionidae,reddish,,,,,,,
,,,CaS,July,13,open,9,PT,ET,1,Hymenoptera,Formicidae,,,alate,,,,,
,,,CaS,July,13,open,9,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecosystus,,Myrmecocystus,,,
,,,CaS,July,13,open,9,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,open,9,PT,ET,1,Hymenoptera,Formicidae,,,Forelius,pruinosis,Forelius pruinosus,,,
,,,CaS,July,13,open,9,PT,ET,1,Aranae,Salticidae,,,,,,,,
553,,,CaS,July,13,shrub,9,PT,ET,2,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,CaS,July,13,shrub,9,PT,ET,1,Diptera,Therevidae,,,Arenigena?,,,,,
,,,CaS,July,13,shrub,9,PT,ET,2,Hemiptera,Cicadellidae,,,Osbornellus,,,,,
,,,CaS,July,13,shrub,9,PT,ET,1,Hemiptera,similar to emblethis but very different,,,,,,,,
,,,CaS,July,13,shrub,9,PT,ET,1,Diptera,Dolichopodidae,,,,,,,,
,,,CaS,July,13,shrub,9,PT,ET,28,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,shrub,9,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex ,insanus,Dorymyrmex insanus,,,
,,,CaS,July,13,shrub,9,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaS,July,13,shrub,9,PT,ET,1,Lepidoptera,,,,,,,,,
539,,,CaS,July,13,open,10,PT,ET,11,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,CaS-J13-O10-PT-1,,CaS,July,13,open,10,PT,pinned,1,Hymenoptera,Mutillidae,,,,,,,,
,CaS-J13-O10-PT-2,,CaS,July,13,open,10,PT,pinned,1,Hymenoptera,Mutillidae,,,,,,,,
,,,CaS,July,13,open,10,PT,ET,2,Coleoptera,Tenebrionidae,,,reddish uploaded,,,,,
,,,CaS,July,13,open,10,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,immature,,,,
,,,CaS,July,13,open,10,PT,ET,1,Hymenoptera,Formicidae,,,Forelius,pruinosis,Forelius pruinosus,,,
,,,CaS,July,13,shrub,10,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,dentipes?,,,,
,,,CaS,July,13,shrub,10,PT,ET,3,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,CaS,July,13,shrub,10,PT,ET,1,Hymenoptera,Pompilidae,,,,,,,,
,,,CaS,July,13,shrub,10,PT,ET,1,Hemiptera,Rhyparochromidae,,,Emblethis,vicarius,Emblethis vicarius,,,
,,,CaS,July,13,shrub,10,PT,ET,1,Coleoptera,Curculionidae,Entiminae,,,,,,,
,,,CaS,July,13,shrub,10,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhea,stercora,Typhea stercorea,,,
,,,CaS,July,13,shrub,10,PT,ET,8,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,shrub,10,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,,,CaS,July,13,shrub,10,PT,ET,1,Hemiptera,Cicadellidae,,,Osbornellus,,,,,
,,,CaS,July,13,shrub,10,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,CaS,July,13,shrub,10,PT,ET,1,Blattodea,,,,,,,,,
,,,CaS,July,13,shrub,10,PT,ET,1,Diptera,Dolichopodidae,,,,,,,,
,,,CaS,July,13,open,11,PT,ET,2,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaS,July,13,open,11,PT,ET,7,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,open,11,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,CaS,July,13,open,11,PT,ET,2,Hemiptera,Rhyparochromidae,,,Emblethis,vicarius,Emblethis vicarius,,,
,,,CaS,July,13,open,11,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,gosoga,Callilepus gosoga,,,
,,,CaS,July,13,open,11,PT,ET,1,Aranae,Gnaphosidae,,,Drassylus,insularis,Drasslyus insularis,,,
,,,CaS,July,13,open,11,PT,ET,1,Hymenoptera,Formicidae,,,Forelius,pruinosis,Forelius pruinosus,,,
542,,,CaS,July,13,shrub,11,PT,ET,7,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,shrub,11,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaS,July,13,shrub,11,PT,ET,2,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,CaS,July,13,shrub,11,PT,ET,2,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,CaS,July,13,shrub,11,PT,ET,2,Hemiptera,Cicadellidae,,,Osbornellus,,,,,
532,,,CaS,July,13,open,12,PT,ET,2,Aranae,Gnaphosidae,,,Drassylus,insularis,Drasslyus insularis,,,
,,,CaS,July,13,open,12,PT,ET,1,Blattodea,,,,Arenivega,nymph,,,,
,,,CaS,July,13,open,12,PT,ET,1,Hemiptera,Alydidae,,,Tollius,setosus,immature,,,
,,,CaS,July,13,open,12,PT,ET,1,Lepidoptera,,,,,,,,,
,,,CaS,July,13,open,12,PT,ET,1,Coleoptera,Tenebrionidae,reddissh,,,,,,,
,CaS-J13-O12-PT-1,,CaS,July,13,open,12,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
543,,,CaS,July,13,shrub,12,PT,ET,5,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,CaS,July,13,shrub,12,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaS,July,13,shrub,12,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaS,July,13,shrub,12,PT,ET,1,Hemiptera,Alydidae,,,Tollius,setosus,Tollius setosus,,,
,,,CaS,July,13,shrub,12,PT,ET,1,Orthoptera,Rhapiophoridae,,,Ceuthophilus,californicus,Ceuthophilus californicus,,,
,,,CaS,July,13,shrub,12,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,,,,,,,,,,,,,,,,,,
,CaS-Sept-21-S8-PT-1,Y,CaS,Sept,21,shrub,8,PT,pinned,1,Mantodea,,,,,,,,,
,CaS-Sept-21-S10-PT-1,Y,CaS,Sept,21,shrub,10,PT,pinned,1,Orthoptera,Gryllidae,,,,,,,,
,,,CaS,Sept,21,shrub,1,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,,,,,
,CaS-Sept-O9-PT-1,,CaS,Sept,21,open,9,PT,pinned,1,Blattodea,,,,,,,,,
,CaS-Sept-O9-PT-2,,CaS,Sept,21,open,9,PT,pinned,1,Diptera,Sarcophagidae,,,,,,,,
,,,CaS,Sept,21,open,3,PT,pinned,1,Blattodea,,,,,,,,,
,CaS-Sept-S9-P1-1,,CaS,Sept,21,shrub,9,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,,,,
,CaS-Sept-S9-P1-2,,CaS,Sept,21,shrub,9,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,,,,
,CaS-Sept-O5-PT-1,,CaS,Sept,21,open,5,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,,,,
,CaS-Sept-O5-PT-2,,CaS,Sept,21,open,5,PT,pinned,1,Blattodea,,,,,,,,,
,,,CaS,Sept,21,open,7,PT,pinned,2,Coleoptera,Tenebrionidae,,,Eleodes,armata,,,,
,,,CaS,Sept,21,open,11,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,,,,
978,,,CaSL,Aug ,5,open,1,PT,ET,13,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,,,CaSL,Aug ,5,open,1,PT,ET,13,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,open,1,PT,ET,1,Solfugae,,,,,,,,,
,,,CaSL,Aug ,5,open,1,PT,ET,1,Orthoptera,Rhapiodophoridae,,,,,,,,
,,,CaSL,Aug ,5,open,1,PT,ET,3,Coleoptera,Chrysomelidae,,,,,,,,
,,,CaSL,Aug ,5,open,1,PT,ET,1,Aranae,Gnaphosidae?,,,,,immature,,,
,CaSL-A5-O1-PT-1,Y,CaSL,Aug ,5,open,1,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,Aug ,5,open,1,PT,ET,2,Aranae,Gnaphosidae,,,Drassylus,,,,,
986,,,CaSL,Aug ,5,shrub,1,PT,ET,22,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,shrub,1,PT,ET,1,Hemiptera,,,,,,,,,
,,,CaSL,Aug ,5,shrub,1,PT,ET,1,Aranae,Gnaphosidae,,,Drassylus,,,,,
974,,,CaSL,Aug ,5,open,2,PT,ET,1,Blattodea,Corydiidae,,,Arenivega,,,,,
,,,CaSL,Aug ,5,open,2,PT,ET,1,Blattodea,,,,,,,,,
,,,CaSL,Aug ,5,open,2,PT,ET,1,Hemiptera,Alydidae,,,Tollius,setosus,,,,
,,,CaSL,Aug ,5,open,2,PT,ET,2,Hymenoptera,Mutillidae,,,,,,,,
,,,CaSL,Aug ,5,open,2,PT,ET,2,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,open,2,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,Aug ,5,open,2,PT,ET,1,Hemiptera,Pentamoidae,,,,,,,,
,,,CaSL,Aug ,5,open,2,PT,ET,6,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,open,2,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,CaSL,Aug ,5,open,2,PT,ET,1,Siphonaptera,,,,,,,,,
,,,CaSL,Aug ,5,open,2,PT,ET,1,Aranae,"tiny, 6 eyed mature",,,,,,,,
967,,,CaSL,Aug ,5,shrub,2,PT,ET,19,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,shrub,2,PT,ET,2,Hymenoptera,Formicidae,,,Myrmecocystus,flaviceps?,Myrmecocystus,,,
,CaSL-A-S2-PT-3,,CaSL,Aug ,5,shrub,2,PT,pinned,1,Hymenoptera,Mutillidae,,,,,,,,
,,,CaSL,Aug ,5,shrub,2,PT,ET,1,Coleoptera,Tenebrionidae,,,smaller,,,,,
,,,CaSL,Aug ,5,shrub,2,PT,ET,2,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,,,CaSL,Aug ,5,shrub,2,PT,ET,1,Hemiptera,Cicadellidae,,,nymph,,,,,
,CaSL-A-S2-PT-2,Y,CaSL,Aug ,5,shrub,2,PT,ET,1,Coleoptera,,,,,,,,,
,CaSL-A-S2-PT-1,Y,CaSL,Aug ,5,shrub,2,PT,ET,1,Orthoptera,Gryllidae,,,,,,,,
970,,,CaSL,Aug ,5,shrub,3,PT,ET,53,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,shrub,3,PT,ET,1,Hymenoptera,Pompilidae,,,,,,,,
,,,CaSL,Aug ,5,shrub,3,PT,ET,2,Hymenoptera,Formicidae,,,Messor ,andrei,Messor andrei,,,
,,,CaSL,Aug ,5,open ,3,PT,ET,29,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,open ,3,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,CaSL,Aug ,5,open ,3,PT,ET,1,Hymenoptera,Chyphotidae,,,Chyphotes,,,,,
,,,CaSL,Aug ,5,open ,3,PT,ET,3,Solfugae,,,,,,,,,
,,,CaSL,Aug ,5,open ,3,PT,ET,5,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,open ,3,PT,ET,1,Lepidoptera,same as a pinned one,,,,,,,,
,,,CaSL,Aug ,5,open ,3,PT,ET,1,Hymenoptera,Bethylidae,,,,,,,,
,,,CaSL,Aug ,5,open ,3,PT,ET,1,Hymenoptera,,,,,,,,,
,,,CaSL,Aug ,5,open ,3,PT,ET,1,Coleoptera,Chrysomelidae,,,,,,,,
,,,CaSL,Aug ,5,open ,3,PT,ET,2,Aranae,Gnaphosidae,,,Callilepis,,,,,
,CaSL-A5-O3-PT-1,Y,CaSL,Aug ,5,open ,3,PT,pinned,1,Hymenoptera,Mutillidae,,,Odontophotopsis,,,,,
,CaSL-A5-O3-PT-2,Y,CaSL,Aug ,5,open ,3,PT,pinned,1,Blattodea,,,,,,,,,
981,,,CaSL,Aug ,5,open,4,PT,ET,13,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,open,4,PT,ET,4,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,open,4,PT,ET,1,Blattodea,Corydiidae,,,Arenivega,,,,,
